GlyTouCanAccession	PubChem
G57589IK	GlyTouCan:G57589IK
G57589IK	SID491903840
G57591KJ	CID155818787
G57591KJ	GlyTouCan:G57591KJ
G57591KJ	SID445512900
G57591UD	GlyTouCan:G57591UD
G57591UD	SID491903873
G57592QM	CID91853580
G57592QM	GlyTouCan:G57592QM
G57592QM	SID252286022
G57595UE	CID91856294
G57595UE	GlyTouCan:G57595UE
G57595UE	SID252289279
G57598XN	CID91853431
G57598XN	GlyTouCan:G57598XN
G57598XN	SID252285852
G57601AP	CID156615034
G57601AP	GlyTouCan:G57601AP
G57601AP	SID445510908
G57601XR	GlyTouCan:G57601XR
G57601XR	SID491856533
G57602RY	GlyTouCan:G57602RY
G57602RY	SID500118185
G57603BX	GlyTouCan:G57603BX
G57603BX	SID491954093
G57603HJ	CID168367993
G57603HJ	GlyTouCan:G57603HJ
G57603HJ	SID482398838
G57605JU	GlyTouCan:G57605JU
G57605JU	SID491903858
G57606PJ	GlyTouCan:G57606PJ
G57606PJ	SID491856573
G57607BW	GlyTouCan:G57607BW
G57607BW	SID491856574
G57609ZF	GlyTouCan:G57609ZF
G57609ZF	SID500118186
G57610OS	GlyTouCan:G57610OS
G57610OS	SID491903797
G57611UV	GlyTouCan:G57611UV
G57611UV	SID491903863
G57612BV	CID168367995
G57612BV	GlyTouCan:G57612BV
G57612BV	SID482398841
G57612MM	GlyTouCan:G57612MM
G57612MM	SID491903805
G57615MD	GlyTouCan:G57615MD
G57615MD	SID491856583
G57616BR	GlyTouCan:G57616BR
G57616BR	SID491856598
G57617JA	GlyTouCan:G57617JA
G57617JA	SID500118190
G57617LU	CID137628370
G57617LU	GlyTouCan:G57617LU
G57617LU	SID482398846
G57618PC	GlyTouCan:G57618PC
G57618PC	SID500118191
G57621TI	GlyTouCan:G57621TI
G57621TI	SID491856600
G57623XC	GlyTouCan:G57623XC
G57623XC	SID491954095
G57624UG	GlyTouCan:G57624UG
G57624UG	SID500118193
G57626NI	GlyTouCan:G57626NI
G57626NI	SID491903844
G57626SM	CID71297544
G57626SM	GlyTouCan:G57626SM
G57626SM	SID252295348
G57626VE	GlyTouCan:G57626VE
G57626VE	SID491856585
G57627IF	GlyTouCan:G57627IF
G57627IF	SID491856602
G57627KK	GlyTouCan:G57627KK
G57627KK	SID491903856
G57627PC	GlyTouCan:G57627PC
G57627PC	SID491856577
G57630KN	GlyTouCan:G57630KN
G57630KN	SID491903848
G57630ZT	GlyTouCan:G57630ZT
G57630ZT	SID491954098
G57631EW	GlyTouCan:G57631EW
G57631EW	SID491954099
G57633AT	GlyTouCan:G57633AT
G57633AT	SID491903935
G57635BF	GlyTouCan:G57635BF
G57635BF	SID500118195
G57636PP	GlyTouCan:G57636PP
G57636PP	SID491903904
G57644YG	GlyTouCan:G57644YG
G57644YG	SID491954061
G57647HE	GlyTouCan:G57647HE
G57647HE	SID500118199
G57647XA	GlyTouCan:G57647XA
G57647XA	SID491856575
G57648VO	GlyTouCan:G57648VO
G57648VO	SID491856604
G57650VC	GlyTouCan:G57650VC
G57650VC	SID491903954
G57656TH	GlyTouCan:G57656TH
G57656TH	SID500118204
G57658LA	CID156618691
G57658LA	GlyTouCan:G57658LA
G57658LA	SID445516201
G57658YH	GlyTouCan:G57658YH
G57658YH	SID491954101
G57660JQ	GlyTouCan:G57660JQ
G57660JQ	SID521707599
G57666OY	CID10185565
G57666OY	GlyTouCan:G57666OY
G57666OY	SID252294262
G57667LR	GlyTouCan:G57667LR
G57667LR	SID491954102
G57671LP	CID91852841
G57671LP	GlyTouCan:G57671LP
G57671LP	SID252285146
G57671SP	GlyTouCan:G57671SP
G57671SP	SID491903905
G57672GN	CID171933460
G57672GN	GlyTouCan:G57672GN
G57672GN	SID500103810
G57672HD	CID171124879
G57672HD	GlyTouCan:G57672HD
G57672HD	SID491830527
G57672ST	CID156619284
G57672ST	GlyTouCan:G57672ST
G57672ST	SID445516904
G57674NM	GlyTouCan:G57674NM
G57674NM	SID521707600
G57675TR	CID91828240
G57675TR	GlyTouCan:G57675TR
G57675TR	SID252280000
G57676EM	GlyTouCan:G57676EM
G57676EM	SID491903887
G57677EU	GlyTouCan:G57677EU
G57677EU	SID491903948
G57678QO	GlyTouCan:G57678QO
G57678QO	SID518304787
G57678YQ	GlyTouCan:G57678YQ
G57678YQ	SID491903907
G57681KL	CID10188612
G57681KL	GlyTouCan:G57681KL
G57681KL	SID252279907
G57683CG	GlyTouCan:G57683CG
G57683CG	SID491903908
G57685YG	CID91854300
G57685YG	GlyTouCan:G57685YG
G57685YG	SID252286881
G57692HM	GlyTouCan:G57692HM
G57692HM	SID491856591
G57696GW	CID91845175
G57696GW	GlyTouCan:G57696GW
G57696GW	SID252276021
G57701HX	GlyTouCan:G57701HX
G57701HX	SID491903947
G57701ZQ	GlyTouCan:G57701ZQ
G57701ZQ	SID500118215
G57703QI	GlyTouCan:G57703QI
G57703QI	SID491954064
G57705QQ	CID91854962
G57705QQ	GlyTouCan:G57705QQ
G57705QQ	SID252287686
G57707WO	CID91862540
G57707WO	GlyTouCan:G57707WO
G57707WO	SID252296769
G57709BH	CID91855341
G57709BH	GlyTouCan:G57709BH
G57709BH	SID252288138
G57710DC	GlyTouCan:G57710DC
G57710DC	SID491954065
G57710SU	CID91855936
G57710SU	GlyTouCan:G57710SU
G57710SU	SID252288849
G57710XG	CID168368015
G57710XG	GlyTouCan:G57710XG
G57710XG	SID482398879
G57712AU	GlyTouCan:G57712AU
G57712AU	SID491903896
G57713YP	GlyTouCan:G57713YP
G57713YP	SID491954112
G57715QV	GlyTouCan:G57715QV
G57715QV	SID491954066
G57722IA	GlyTouCan:G57722IA
G57722IA	SID491954113
G57723XR	GlyTouCan:G57723XR
G57723XR	SID491903897
G57727DJ	GlyTouCan:G57727DJ
G57727DJ	SID491903943
G57727DN	CID176512568
G57727DN	GlyTouCan:G57727DN
G57727DN	SID518302989
G57729DA	GlyTouCan:G57729DA
G57729DA	SID491903906
G57729TT	CID91828261
G57729TT	GlyTouCan:G57729TT
G57729TT	SID445512296
G57731GZ	GlyTouCan:G57731GZ
G57731GZ	SID491903917
G57732QI	GlyTouCan:G57732QI
G57732QI	SID491903912
G57732TJ	GlyTouCan:G57732TJ
G57732TJ	SID491903932
G57733JI	CID91855944
G57733JI	GlyTouCan:G57733JI
G57733JI	SID252288858
G57733ZF	GlyTouCan:G57733ZF
G57733ZF	SID491903898
G57734UD	GlyTouCan:G57734UD
G57734UD	SID491954114
G57735HB	GlyTouCan:G57735HB
G57735HB	SID491856612
G57735HE	GlyTouCan:G57735HE
G57735HE	SID500118227
G57735SE	GlyTouCan:G57735SE
G57735SE	SID491903899
G57736AH	GlyTouCan:G57736AH
G57736AH	SID491903900
G57736LX	GlyTouCan:G57736LX
G57736LX	SID491856580
G57736TF	GlyTouCan:G57736TF
G57736TF	SID491856582
G57740CA	GlyTouCan:G57740CA
G57740CA	SID491856581
G57740DH	GlyTouCan:G57740DH
G57740DH	SID491954115
G57740WC	GlyTouCan:G57740WC
G57740WC	SID491954116
G57741PU	GlyTouCan:G57741PU
G57741PU	SID491954117
G57741SS	CID91849307
G57741SS	GlyTouCan:G57741SS
G57741SS	SID252280949
G57742LU	GlyTouCan:G57742LU
G57742LU	SID500118229
G57746CF	CID91861991
G57746CF	GlyTouCan:G57746CF
G57746CF	SID252296095
G57747AO	GlyTouCan:G57747AO
G57747AO	SID500118231
G57748MK	GlyTouCan:G57748MK
G57748MK	SID491903916
G57750MJ	GlyTouCan:G57750MJ
G57750MJ	SID491903922
G57753FT	GlyTouCan:G57753FT
G57753FT	SID500118232
G57755HW	GlyTouCan:G57755HW
G57755HW	SID491904004
G57755LH	GlyTouCan:G57755LH
G57755LH	SID491856597
G57759SY	GlyTouCan:G57759SY
G57759SY	SID518304790
G57762GE	CID91860451
G57762GE	GlyTouCan:G57762GE
G57762GE	SID252294254
G57768GI	GlyTouCan:G57768GI
G57768GI	SID500118235
G57770BH	GlyTouCan:G57770BH
G57770BH	SID491856623
G57772SP	GlyTouCan:G57772SP
G57772SP	SID491903967
G57772TI	GlyTouCan:G57772TI
G57772TI	SID491954122
G57774GT	CID168368034
G57774GT	GlyTouCan:G57774GT
G57774GT	SID482398911
G57774MT	CID91862822
G57774MT	GlyTouCan:G57774MT
G57774MT	SID252297117
G57774PA	GlyTouCan:G57774PA
G57774PA	SID500118238
G57776ZS	GlyTouCan:G57776ZS
G57776ZS	SID491904026
G57776ZU	GlyTouCan:G57776ZU
G57776ZU	SID491904008
G57777JG	GlyTouCan:G57777JG
G57777JG	SID491903987
G57778QL	GlyTouCan:G57778QL
G57778QL	SID491903969
G57779BA	CID91859134
G57779BA	GlyTouCan:G57779BA
G57779BA	SID252292678
G57782JY	GlyTouCan:G57782JY
G57782JY	SID500118244
G57784IN	GlyTouCan:G57784IN
G57784IN	SID491904001
G57787IU	GlyTouCan:G57787IU
G57787IU	SID491954195
G57789QC	GlyTouCan:G57789QC
G57789QC	SID491904039
G57790KG	GlyTouCan:G57790KG
G57790KG	SID500118246
G57792QD	GlyTouCan:G57792QD
G57792QD	SID500118247
G57795DI	GlyTouCan:G57795DI
G57795DI	SID500118248
G57797BA	GlyTouCan:G57797BA
G57797BA	SID491954196
G57803ND	CID146016876
G57803ND	GlyTouCan:G57803ND
G57803ND	SID405039549
G57806VI	GlyTouCan:G57806VI
G57806VI	SID491904006
G57806ZH	GlyTouCan:G57806ZH
G57806ZH	SID500118252
G57807UI	GlyTouCan:G57807UI
G57807UI	SID491903988
G57808QW	GlyTouCan:G57808QW
G57808QW	SID491954215
G57809UF	GlyTouCan:G57809UF
G57809UF	SID500118254
G57814LX	GlyTouCan:G57814LX
G57814LX	SID491928383
G57814YS	GlyTouCan:G57814YS
G57814YS	SID491903972
G57815XD	CID91846918
G57815XD	GlyTouCan:G57815XD
G57815XD	SID252278086
G57818FI	GlyTouCan:G57818FI
G57818FI	SID491903974
G57824FG	GlyTouCan:G57824FG
G57824FG	SID491856652
G57824KO	CID71297408
G57824KO	GlyTouCan:G57824KO
G57824KO	SID482398929
G57826CO	GlyTouCan:G57826CO
G57826CO	SID491856653
G57827XV	GlyTouCan:G57827XV
G57827XV	SID491856631
G57829QI	GlyTouCan:G57829QI
G57829QI	SID491954217
G57832QR	GlyTouCan:G57832QR
G57832QR	SID491856629
G57832UA	CID146016302
G57832UA	GlyTouCan:G57832UA
G57832UA	SID405038944
G57833HN	GlyTouCan:G57833HN
G57833HN	SID491954204
G57835AK	CID91851795
G57835AK	GlyTouCan:G57835AK
G57835AK	SID252283893
G57835II	GlyTouCan:G57835II
G57835II	SID500118264
G57836JM	GlyTouCan:G57836JM
G57836JM	SID491954218
G57839JN	CID18638037
G57839JN	GlyTouCan:G57839JN
G57839JN	SID482398932
G57840ZW	GlyTouCan:G57840ZW
G57840ZW	SID491954220
G57843CW	GlyTouCan:G57843CW
G57843CW	SID491856638
G57843KJ	CID156614644
G57843KJ	GlyTouCan:G57843KJ
G57843KJ	SID445510507
G57848YD	GlyTouCan:G57848YD
G57848YD	SID491904045
G57850KN	GlyTouCan:G57850KN
G57850KN	SID491954223
G57857CB	CID91846946
G57857CB	GlyTouCan:G57857CB
G57857CB	SID252278118
G57857GJ	GlyTouCan:G57857GJ
G57857GJ	SID500118272
G57860PF	GlyTouCan:G57860PF
G57860PF	SID491904000
G57861RA	GlyTouCan:G57861RA
G57861RA	SID491903976
G57862OP	CID91860107
G57862OP	GlyTouCan:G57862OP
G57862OP	SID252293829
G57862SA	GlyTouCan:G57862SA
G57862SA	SID491856656
G57863LA	CID91860143
G57863LA	GlyTouCan:G57863LA
G57863LA	SID252293874
G57866DG	GlyTouCan:G57866DG
G57866DG	SID491903989
G57870OQ	CID102275221
G57870OQ	GlyTouCan:G57870OQ
G57870OQ	SID482398946
G57872KZ	GlyTouCan:G57872KZ
G57872KZ	SID491903995
G57874MI	GlyTouCan:G57874MI
G57874MI	SID500118275
G57875CW	CID71298203
G57875CW	GlyTouCan:G57875CW
G57875CW	SID252283127
G57877SI	GlyTouCan:G57877SI
G57877SI	SID491954226
G57879SW	CID139031812
G57879SW	GlyTouCan:G57879SW
G57879SW	SID482398950
G57881KY	GlyTouCan:G57881KY
G57881KY	SID491856673
G57881NA	GlyTouCan:G57881NA
G57881NA	SID491954207
G57881VN	CID91861870
G57881VN	GlyTouCan:G57881VN
G57881VN	SID252295946
G57883PT	GlyTouCan:G57883PT
G57883PT	SID491904044
G57883XA	GlyTouCan:G57883XA
G57883XA	SID500118277
G57887YH	CID91848674
G57887YH	GlyTouCan:G57887YH
G57887YH	SID252280218
G57888GL	GlyTouCan:G57888GL
G57888GL	SID491904036
G57888RV	GlyTouCan:G57888RV
G57888RV	SID491856647
G57891UJ	GlyTouCan:G57891UJ
G57891UJ	SID491903997
G57891VP	GlyTouCan:G57891VP
G57891VP	SID500118283
G57891XD	CID70698310
G57891XD	GlyTouCan:G57891XD
G57891XD	SID252289003
G57901KG	GlyTouCan:G57901KG
G57901KG	SID491903996
G57902SX	GlyTouCan:G57902SX
G57902SX	SID500118288
G57911LH	GlyTouCan:G57911LH
G57911LH	SID491903990
G57914GV	GlyTouCan:G57914GV
G57914GV	SID491928641
G57920AK	CID91857222
G57920AK	GlyTouCan:G57920AK
G57920AK	SID252290385
G57920KO	CID78052740
G57920KO	GlyTouCan:G57920KO
G57920KO	SID482398964
G57923KF	GlyTouCan:G57923KF
G57923KF	SID518304791
G57925NK	GlyTouCan:G57925NK
G57925NK	SID491954237
G57928EY	GlyTouCan:G57928EY
G57928EY	SID500118296
G57929HT	CID168368060
G57929HT	GlyTouCan:G57929HT
G57929HT	SID482398969
G57930HQ	GlyTouCan:G57930HQ
G57930HQ	SID491903986
G57930PW	CID91855756
G57930PW	GlyTouCan:G57930PW
G57930PW	SID252288634
G57931QL	GlyTouCan:G57931QL
G57931QL	SID518304793
G57931UF	GlyTouCan:G57931UF
G57931UF	SID491856661
G57932KD	CID91859508
G57932KD	GlyTouCan:G57932KD
G57932KD	SID252293115
G57937LQ	CID91852410
G57937LQ	GlyTouCan:G57937LQ
G57937LQ	SID252284632
G57938VY	GlyTouCan:G57938VY
G57938VY	SID491904081
G57939IT	GlyTouCan:G57939IT
G57939IT	SID491904112
G57940FP	GlyTouCan:G57940FP
G57940FP	SID500118299
G57941GW	GlyTouCan:G57941GW
G57941GW	SID491954242
G57941HF	GlyTouCan:G57941HF
G57941HF	SID500118300
G57941UT	CID156614559
G57941UT	GlyTouCan:G57941UT
G57941UT	SID445510420
G57943ZV	CID156616016
G57943ZV	GlyTouCan:G57943ZV
G57943ZV	SID445512838
G57944EE	GlyTouCan:G57944EE
G57944EE	SID491904116
G57944GC	GlyTouCan:G57944GC
G57944GC	SID491904069
G57949BE	GlyTouCan:G57949BE
G57949BE	SID491904082
G57949TL	CID156619324
G57949TL	GlyTouCan:G57949TL
G57949TL	SID445516945
G57950XJ	GlyTouCan:G57950XJ
G57950XJ	SID491856683
G57951WQ	GlyTouCan:G57951WQ
G57951WQ	SID491904083
G57953XC	GlyTouCan:G57953XC
G57953XC	SID491904124
G57955DP	CID91860368
G57955DP	GlyTouCan:G57955DP
G57955DP	SID252294152
G57956SV	GlyTouCan:G57956SV
G57956SV	SID491856630
G57957UC	CID14284859
G57957UC	GlyTouCan:G57957UC
G57957UC	SID482398977
G57960MN	GlyTouCan:G57960MN
G57960MN	SID491856696
G57965EF	GlyTouCan:G57965EF
G57965EF	SID491904070
G57965WS	GlyTouCan:G57965WS
G57965WS	SID491904103
G57970DP	GlyTouCan:G57970DP
G57970DP	SID491904084
G57970NA	CID91855782
G57970NA	GlyTouCan:G57970NA
G57970NA	SID252288670
G57971KJ	GlyTouCan:G57971KJ
G57971KJ	SID491856697
G57971XD	GlyTouCan:G57971XD
G57971XD	SID491928642
G57976DO	GlyTouCan:G57976DO
G57976DO	SID491856711
G57976QS	GlyTouCan:G57976QS
G57976QS	SID491954197
G57979LU	GlyTouCan:G57979LU
G57979LU	SID491856721
G57981PR	GlyTouCan:G57981PR
G57981PR	SID491904071
G57983XN	GlyTouCan:G57983XN
G57983XN	SID500118309
G57984PA	GlyTouCan:G57984PA
G57984PA	SID491904085
G57989AD	GlyTouCan:G57989AD
G57989AD	SID491904091
G57993RM	CID171124886
G57993RM	GlyTouCan:G57993RM
G57993RM	SID491830580
G57997IN	GlyTouCan:G57997IN
G57997IN	SID491856698
G57998VW	GlyTouCan:G57998VW
G57998VW	SID491954247
G57999XS	GlyTouCan:G57999XS
G57999XS	SID491856707
G58001LT	GlyTouCan:G58001LT
G58001LT	SID491904101
G58004KD	CID71298009
G58004KD	GlyTouCan:G58004KD
G58004KD	SID252294212
G58006UM	CID91845987
G58006UM	GlyTouCan:G58006UM
G58006UM	SID252276973
G58006XF	CID171124888
G58006XF	GlyTouCan:G58006XF
G58006XF	SID491830586
G58010YD	GlyTouCan:G58010YD
G58010YD	SID491954198
G58011AB	GlyTouCan:G58011AB
G58011AB	SID491904121
G58014BV	GlyTouCan:G58014BV
G58014BV	SID491904099
G58016BV	GlyTouCan:G58016BV
G58016BV	SID491904086
G58019RP	CID69715361
G58019RP	GlyTouCan:G58019RP
G58019RP	SID482398999
G58022PN	GlyTouCan:G58022PN
G58022PN	SID491856690
G58025LK	GlyTouCan:G58025LK
G58025LK	SID491856708
G58028QC	GlyTouCan:G58028QC
G58028QC	SID500118317
G58029QK	GlyTouCan:G58029QK
G58029QK	SID491904122
G58029XR	GlyTouCan:G58029XR
G58029XR	SID491856691
G58030JF	CID91860525
G58030JF	GlyTouCan:G58030JF
G58030JF	SID252294346
G58032OK	GlyTouCan:G58032OK
G58032OK	SID491954201
G58039DV	GlyTouCan:G58039DV
G58039DV	SID491856695
G58039UH	GlyTouCan:G58039UH
G58039UH	SID491904125
G58039VY	GlyTouCan:G58039VY
G58039VY	SID491904119
G58039WO	GlyTouCan:G58039WO
G58039WO	SID491904094
G58042JX	GlyTouCan:G58042JX
G58042JX	SID491904078
G58045AH	CID91848525
G58045AH	GlyTouCan:G58045AH
G58045AH	SID252280032
G58045SZ	GlyTouCan:G58045SZ
G58045SZ	SID491904123
G58047AI	GlyTouCan:G58047AI
G58047AI	SID491856701
G58051DH	GlyTouCan:G58051DH
G58051DH	SID491856715
G58053OY	GlyTouCan:G58053OY
G58053OY	SID500118323
G58056LQ	GlyTouCan:G58056LQ
G58056LQ	SID491856702
G58056YT	CID146015965
G58056YT	GlyTouCan:G58056YT
G58056YT	SID405038594
G58057NA	GlyTouCan:G58057NA
G58057NA	SID491904134
G58061QH	GlyTouCan:G58061QH
G58061QH	SID491904165
G58062GQ	GlyTouCan:G58062GQ
G58062GQ	SID491904136
G58063ME	GlyTouCan:G58063ME
G58063ME	SID491904218
G58063XZ	GlyTouCan:G58063XZ
G58063XZ	SID500118324
G58066AL	GlyTouCan:G58066AL
G58066AL	SID491904137
G58066JR	CID71298095
G58066JR	GlyTouCan:G58066JR
G58066JR	SID252291591
G58076ER	GlyTouCan:G58076ER
G58076ER	SID491904184
G58078TR	GlyTouCan:G58078TR
G58078TR	SID491954261
G58082FV	GlyTouCan:G58082FV
G58082FV	SID491904190
G58087IP	GlyTouCan:G58087IP
G58087IP	SID491904188
G58088KW	GlyTouCan:G58088KW
G58088KW	SID518304795
G58088WS	GlyTouCan:G58088WS
G58088WS	SID518304796
G58094IZ	GlyTouCan:G58094IZ
G58094IZ	SID491856731
G58098OG	CID168368092
G58098OG	GlyTouCan:G58098OG
G58098OG	SID482399026
G58103UM	GlyTouCan:G58103UM
G58103UM	SID491904185
G58105JF	CID91851505
G58105JF	GlyTouCan:G58105JF
G58105JF	SID252283543
G58106KY	CID91853581
G58106KY	GlyTouCan:G58106KY
G58106KY	SID252286023
G58108NV	GlyTouCan:G58108NV
G58108NV	SID491954266
G58110AA	GlyTouCan:G58110AA
G58110AA	SID491904143
G58111YY	CID91845262
G58111YY	GlyTouCan:G58111YY
G58111YY	SID252276125
G58113QB	GlyTouCan:G58113QB
G58113QB	SID491954268
G58114PM	GlyTouCan:G58114PM
G58114PM	SID491904167
G58115BN	GlyTouCan:G58115BN
G58115BN	SID518304797
G58116EU	GlyTouCan:G58116EU
G58116EU	SID491904223
G58117BV	GlyTouCan:G58117BV
G58117BV	SID491904168
G58118PE	CID53832672
G58118PE	GlyTouCan:G58118PE
G58118PE	SID482399034
G58119DE	GlyTouCan:G58119DE
G58119DE	SID491856718
G58120SB	CID91852606
G58120SB	GlyTouCan:G58120SB
G58120SB	SID252284867
G58121OQ	CID91848922
G58121OQ	GlyTouCan:G58121OQ
G58121OQ	SID252280502
G58123HZ	GlyTouCan:G58123HZ
G58123HZ	SID500118332
G58124XI	GlyTouCan:G58124XI
G58124XI	SID491904145
G58125CJ	GlyTouCan:G58125CJ
G58125CJ	SID491856735
G58129WZ	GlyTouCan:G58129WZ
G58129WZ	SID491954272
G58133IV	GlyTouCan:G58133IV
G58133IV	SID500118336
G58136NY	GlyTouCan:G58136NY
G58136NY	SID491904193
G58141VU	GlyTouCan:G58141VU
G58141VU	SID491954275
G58143RL	CID91859225
G58143RL	GlyTouCan:G58143RL
G58143RL	SID252292781
G58145IC	GlyTouCan:G58145IC
G58145IC	SID491904147
G58145JY	GlyTouCan:G58145JY
G58145JY	SID491856720
G58147NQ	CID176512573
G58147NQ	GlyTouCan:G58147NQ
G58147NQ	SID518302994
G58149CI	GlyTouCan:G58149CI
G58149CI	SID500118338
G58153GJ	GlyTouCan:G58153GJ
G58153GJ	SID491904213
G58155VH	GlyTouCan:G58155VH
G58155VH	SID491904182
G58158QZ	GlyTouCan:G58158QZ
G58158QZ	SID500118340
G58159SU	GlyTouCan:G58159SU
G58159SU	SID521707606
G58161LF	CID91846808
G58161LF	GlyTouCan:G58161LF
G58161LF	SID252277955
G58161NS	CID79025
G58161NS	GlyTouCan:G58161NS
G58161NS	SID252297193
G58161OC	GlyTouCan:G58161OC
G58161OC	SID491856766
G58166FL	GlyTouCan:G58166FL
G58166FL	SID491904192
G58167CQ	CID91858959
G58167CQ	GlyTouCan:G58167CQ
G58167CQ	SID252292469
G58167JD	CID24906326
G58167JD	GlyTouCan:G58167JD
G58167JD	SID445511605
G58167MV	CID91845896
G58167MV	GlyTouCan:G58167MV
G58167MV	SID252276868
G58169AH	GlyTouCan:G58169AH
G58169AH	SID491856768
G58169DO	GlyTouCan:G58169DO
G58169DO	SID491904191
G58169ID	CID71296179
G58169ID	GlyTouCan:G58169ID
G58169ID	SID252285041
G58169SI	GlyTouCan:G58169SI
G58169SI	SID491904175
G58169YV	GlyTouCan:G58169YV
G58169YV	SID491904161
G58170TE	GlyTouCan:G58170TE
G58170TE	SID491904222
G58175CM	GlyTouCan:G58175CM
G58175CM	SID491904189
G58180BZ	GlyTouCan:G58180BZ
G58180BZ	SID491904150
G58181DB	GlyTouCan:G58181DB
G58181DB	SID491856769
G58181OH	GlyTouCan:G58181OH
G58181OH	SID491954364
G58183RP	CID91858123
G58183RP	GlyTouCan:G58183RP
G58183RP	SID252291449
G58186QM	GlyTouCan:G58186QM
G58186QM	SID491856771
G58192FP	CID91851848
G58192FP	GlyTouCan:G58192FP
G58192FP	SID252283957
G58192HE	GlyTouCan:G58192HE
G58192HE	SID491856747
G58194AN	GlyTouCan:G58194AN
G58194AN	SID491904201
G58194JW	GlyTouCan:G58194JW
G58194JW	SID491954380
G58195CE	CID71298328
G58195CE	GlyTouCan:G58195CE
G58195CE	SID252290898
G58196VT	GlyTouCan:G58196VT
G58196VT	SID500118348
G58197HA	GlyTouCan:G58197HA
G58197HA	SID491856772
G58198GI	CID91853078
G58198GI	GlyTouCan:G58198GI
G58198GI	SID252285424
G58198HJ	CID91854012
G58198HJ	GlyTouCan:G58198HJ
G58198HJ	SID252286534
G58199AW	GlyTouCan:G58199AW
G58199AW	SID491954365
G58201IU	CID91854980
G58201IU	GlyTouCan:G58201IU
G58201IU	SID252287707
G58201OX	GlyTouCan:G58201OX
G58201OX	SID491954381
G58202EC	CID53262326
G58202EC	GlyTouCan:G58202EC
G58202EC	SID252293298
G58204UA	GlyTouCan:G58204UA
G58204UA	SID491856759
G58207LP	GlyTouCan:G58207LP
G58207LP	SID491954370
G58207MU	GlyTouCan:G58207MU
G58207MU	SID491954384
G58209EN	GlyTouCan:G58209EN
G58209EN	SID491904154
G58210OS	GlyTouCan:G58210OS
G58210OS	SID491954385
G58210PS	CID137628484
G58210PS	GlyTouCan:G58210PS
G58210PS	SID482399071
G58213EE	CID176512574
G58213EE	GlyTouCan:G58213EE
G58213EE	SID518302995
G58213IK	GlyTouCan:G58213IK
G58213IK	SID491904155
G58213XM	GlyTouCan:G58213XM
G58213XM	SID491904171
G58214IQ	CID91858938
G58214IQ	GlyTouCan:G58214IQ
G58214IQ	SID252292444
G58216AM	GlyTouCan:G58216AM
G58216AM	SID491954366
G58216EF	CID71297829
G58216EF	GlyTouCan:G58216EF
G58216EF	SID252283721
G58217PN	CID171124902
G58217PN	GlyTouCan:G58217PN
G58217PN	SID491830619
G58217PP	CID71297874
G58217PP	GlyTouCan:G58217PP
G58217PP	SID252287067
G58219MI	GlyTouCan:G58219MI
G58219MI	SID491904157
G58221RE	GlyTouCan:G58221RE
G58221RE	SID491904183
G58221WR	GlyTouCan:G58221WR
G58221WR	SID491904163
G58223WL	CID91848858
G58223WL	GlyTouCan:G58223WL
G58223WL	SID252280429
G58225KL	GlyTouCan:G58225KL
G58225KL	SID491904205
G58226XR	GlyTouCan:G58226XR
G58226XR	SID491904172
G58229BR	GlyTouCan:G58229BR
G58229BR	SID491904219
G58230FJ	GlyTouCan:G58230FJ
G58230FJ	SID491856749
G58232MG	GlyTouCan:G58232MG
G58232MG	SID491904304
G58232RQ	GlyTouCan:G58232RQ
G58232RQ	SID491856750
G58232XB	CID70698330
G58232XB	GlyTouCan:G58232XB
G58232XB	SID252278647
G58233BW	CID91853143
G58233BW	GlyTouCan:G58233BW
G58233BW	SID252285496
G58235TZ	GlyTouCan:G58235TZ
G58235TZ	SID491856744
G58236FD	CID71297654
G58236FD	GlyTouCan:G58236FD
G58236FD	SID252286753
G58237WZ	CID91850301
G58237WZ	GlyTouCan:G58237WZ
G58237WZ	SID252282112
G58239DH	CID91856021
G58239DH	GlyTouCan:G58239DH
G58239DH	SID252288948
G58240EV	GlyTouCan:G58240EV
G58240EV	SID491904261
G58242XJ	GlyTouCan:G58242XJ
G58242XJ	SID491954389
G58244GN	CID156614779
G58244GN	GlyTouCan:G58244GN
G58244GN	SID445510645
G58245QR	GlyTouCan:G58245QR
G58245QR	SID491904262
G58246QW	GlyTouCan:G58246QW
G58246QW	SID491904242
G58251YC	CID156617493
G58251YC	GlyTouCan:G58251YC
G58251YC	SID445514802
G58251ZG	GlyTouCan:G58251ZG
G58251ZG	SID491904243
G58253LI	CID146017895
G58253LI	GlyTouCan:G58253LI
G58253LI	SID405040638
G58254CZ	CID91855984
G58254CZ	GlyTouCan:G58254CZ
G58254CZ	SID252288906
G58255FK	CID91858509
G58255FK	GlyTouCan:G58255FK
G58255FK	SID252291921
G58257ON	CID91859935
G58257ON	GlyTouCan:G58257ON
G58257ON	SID252293624
G58257YE	GlyTouCan:G58257YE
G58257YE	SID491856777
G58261RF	GlyTouCan:G58261RF
G58261RF	SID500118363
G58267EL	CID91852753
G58267EL	GlyTouCan:G58267EL
G58267EL	SID252285046
G58268WC	GlyTouCan:G58268WC
G58268WC	SID491904302
G58271GK	GlyTouCan:G58271GK
G58271GK	SID491904285
G58272ZE	GlyTouCan:G58272ZE
G58272ZE	SID491904300
G58273FF	CID156615990
G58273FF	GlyTouCan:G58273FF
G58273FF	SID445512810
G58274PS	CID156616251
G58274PS	GlyTouCan:G58274PS
G58274PS	SID445513186
