GlyTouCanAccession	ChEBIAccession
G32927FC	CHEBI:149307
G32930BG	CHEBI:149308
G32944VN	CHEBI:149309
G32948PW	CHEBI:149310
G32968SR	CHEBI:62518
G32969VW	CHEBI:62273
G32986TN	CHEBI:149311
G32988OE	CHEBI:149312
G32998WQ	CHEBI:149313
G33018IJ	CHEBI:62344
G33020YH	CHEBI:149314
G33024FX	CHEBI:149315
G33030OB	CHEBI:149316
G33033YR	CHEBI:149317
G33052SB	CHEBI:149318
G33066WV	CHEBI:149319
G33068BF	CHEBI:157287
G33070IY	CHEBI:149320
G33088YO	CHEBI:133780
G33089BG	CHEBI:149321
G33127ZT	CHEBI:149322
G33129LQ	CHEBI:149323
G33150PJ	CHEBI:149324
G33188UJ	CHEBI:149325
G33192XL	CHEBI:149326
G33202JT	CHEBI:149327
G33224VN	CHEBI:156979
G33227IS	CHEBI:149329
G33239KQ	CHEBI:43620
G33241WC	CHEBI:149330
G33244HE	CHEBI:149331
G33249PE	CHEBI:149332
G33262YZ	CHEBI:157274
G33271XM	CHEBI:149335
G33273UQ	CHEBI:149336
G33275DG	CHEBI:149337
G33286MK	CHEBI:149338
G33294DV	CHEBI:149339
G33303XH	CHEBI:149340
G33304JP	CHEBI:149341
G33305GI	CHEBI:173111
G33309GL	CHEBI:149342
G33347WY	CHEBI:149343
G33349TD	CHEBI:149344
G33350BW	CHEBI:157293
G33350QT	CHEBI:149345
G33364OS	CHEBI:149346
G33366KJ	CHEBI:149347
G33370EK	CHEBI:149348
G33373MR	CHEBI:149349
G33394ZE	CHEBI:149350
G33395TI	CHEBI:60246
G33401IN	CHEBI:149351
G33412CK	CHEBI:149352
G33418YX	CHEBI:156728
G33427JX	CHEBI:149353
G33433QA	CHEBI:149354
G33433YV	CHEBI:149355
G33439FJ	CHEBI:149356
G33476GF	CHEBI:232706
G33476GF	CHEBI:71348
G33522ME	CHEBI:149358
G33528WM	CHEBI:149359
G33532XU	CHEBI:149360
G33559CW	CHEBI:149361
G33559RM	CHEBI:149362
G33569DD	CHEBI:27649
G33575EC	CHEBI:140999
G33575JR	CHEBI:149363
G33593EQ	CHEBI:149364
G33608TH	CHEBI:149365
G33617JJ	CHEBI:149366
G33620BP	CHEBI:149367
G33633KK	CHEBI:149368
G33637CY	CHEBI:156684
G33661NW	CHEBI:149370
G33685ZQ	CHEBI:149371
G33695HX	CHEBI:149372
G33696UB	CHEBI:149373
G33711VF	CHEBI:149374
G33718UW	CHEBI:156923
G33724WQ	CHEBI:149375
G33734YD	CHEBI:156609
G33740YL	CHEBI:149376
G33742YO	CHEBI:149377
G33746QF	CHEBI:149378
G33758WJ	CHEBI:149380
G33765XW	CHEBI:60876
G33788DD	CHEBI:149381
G33802UM	CHEBI:149382
G33806LP	CHEBI:149383
G33817CT	CHEBI:149384
G33837HR	CHEBI:149385
G33841EB	CHEBI:149386
G33841YH	CHEBI:149387
G33858ZT	CHEBI:149388
G33860PM	CHEBI:156655
G33862NZ	CHEBI:149389
G33886DT	CHEBI:156996
G33888AF	CHEBI:149390
G33889GK	CHEBI:149391
G33892UJ	CHEBI:149392
G33894ZI	CHEBI:149393
G33899KJ	CHEBI:157484
G33907IU	CHEBI:149394
G33909XJ	CHEBI:149395
G33961NR	CHEBI:149396
G33963WV	CHEBI:149397
G33969TN	CHEBI:149398
G33970VN	CHEBI:149399
G33972SX	CHEBI:149400
G33981FE	CHEBI:149401
G33986KK	CHEBI:167710
G33997GL	CHEBI:149402
G34018EC	CHEBI:149403
G34022KC	CHEBI:61329
G34031ES	CHEBI:149404
G34059IB	CHEBI:149405
G34065SW	CHEBI:149406
G34068XZ	CHEBI:62354
G34073UX	CHEBI:149407
G34094KX	CHEBI:149408
G34100DU	CHEBI:149409
G34118NA	CHEBI:149410
G34122OI	CHEBI:149411
G34143CH	CHEBI:149412
G34152JG	CHEBI:149413
G34163WN	CHEBI:149414
G34168KI	CHEBI:149415
G34173EV	CHEBI:149416
G34219XL	CHEBI:149417
G34220DL	CHEBI:149418
G34220QA	CHEBI:157063
G34240UR	CHEBI:124913
G34240UR	CHEBI:231571
G34240UR	CHEBI:91723
G34252AT	CHEBI:149419
G34295NM	CHEBI:149420
G34313LI	CHEBI:149421
G34330HT	CHEBI:149422
G34355FL	CHEBI:149423
G34356AA	CHEBI:68476
G34367WV	CHEBI:150024
G34368WA	CHEBI:150373
G34383AG	CHEBI:150029
G34392KZ	CHEBI:150032
G34394BR	CHEBI:150035
G34394KR	CHEBI:150038
G34433ZD	CHEBI:150042
G34440FX	CHEBI:150044
G34442SS	CHEBI:150046
G34442TX	CHEBI:150050
G34447AN	CHEBI:150053
G34465ZP	CHEBI:150056
G34467NW	CHEBI:150059
G34468EW	CHEBI:150061
G34473LL	CHEBI:62473
G34476JC	CHEBI:71945
G34479QF	CHEBI:150064
G34483UH	CHEBI:150067
G34499SX	CHEBI:150071
G34508UC	CHEBI:150074
G34511DI	CHEBI:150076
G34516MK	CHEBI:150079
G34527RW	CHEBI:150082
G34562TL	CHEBI:150089
G34573QO	CHEBI:150091
G34586BV	CHEBI:63855
G34595KJ	CHEBI:150097
G34612DX	CHEBI:150100
G34622QG	CHEBI:150104
G34626UE	CHEBI:150107
G34629XD	CHEBI:150110
G34646VD	CHEBI:150111
G34678QT	CHEBI:68468
G34683KF	CHEBI:150123
G34706DW	CHEBI:150126
G34709AU	CHEBI:150129
G34723AD	CHEBI:150132
G34725OX	CHEBI:150136
G34731QC	CHEBI:150139
G34732YA	CHEBI:150142
G34732YA	CHEBI:194543
G34748JC	CHEBI:150145
G34751SB	CHEBI:150147
G34754UR	CHEBI:150149
G34764BK	CHEBI:150152
G34771DU	CHEBI:150156
G34789KG	CHEBI:150160
G34795YW	CHEBI:150162
G34815RA	CHEBI:150164
G34819LS	CHEBI:150167
G34822AT	CHEBI:157333
G34824ZD	CHEBI:157587
G34836GV	CHEBI:150173
G34853GU	CHEBI:150179
G34854XJ	CHEBI:150182
G34863TS	CHEBI:150185
G34926IG	CHEBI:150191
G34947FX	CHEBI:150196
G34960HZ	CHEBI:150198
G34964CV	CHEBI:150202
G34972BB	CHEBI:150204
G34993RG	CHEBI:150208
G34995KD	CHEBI:150212
G35039IM	CHEBI:150214
G35053YZ	CHEBI:150217
G35061TT	CHEBI:150221
G35061ZY	CHEBI:150223
G35116BF	CHEBI:68680
G35127VU	CHEBI:157290
G35129UR	CHEBI:150229
G35134GE	CHEBI:64169
G35178XK	CHEBI:59432
G35180RQ	CHEBI:150237
G35199BM	CHEBI:150243
G35238UK	CHEBI:150246
G35239BL	CHEBI:150248
G35257SQ	CHEBI:150251
G35277LL	CHEBI:91145
G35283JZ	CHEBI:150254
G35301YI	CHEBI:150256
G35315YQ	CHEBI:150258
G35338HV	CHEBI:150261
G35350DS	CHEBI:150264
G35362TE	CHEBI:150267
G35363NM	CHEBI:150270
G35382VN	CHEBI:88027
G35409SK	CHEBI:150276
G35419IZ	CHEBI:150278
G35429JB	CHEBI:150282
G35435HL	CHEBI:150284
G35437KG	CHEBI:157375
G35438GZ	CHEBI:150288
G35440SA	CHEBI:150291
G35442CG	CHEBI:150294
G35446HX	CHEBI:67167
G35448LP	CHEBI:150297
G35461GE	CHEBI:150302
G35479XP	CHEBI:157094
G35482NV	CHEBI:150307
G35503EE	CHEBI:150312
G35528EA	CHEBI:150315
G35528XC	CHEBI:150318
G35556TW	CHEBI:150319
G35562PU	CHEBI:150322
G35569VL	CHEBI:150328
G35569ZW	CHEBI:150331
G35599NO	CHEBI:156845
G35601BV	CHEBI:157002
G35612AX	CHEBI:150334
G35619UY	CHEBI:150337
G35638OY	CHEBI:150343
G35652QW	CHEBI:150349
G35674CY	CHEBI:64024
G35679QA	CHEBI:150355
G35679TE	CHEBI:87806
G35692WE	CHEBI:150356
G35692YN	CHEBI:150359
G35708JV	CHEBI:150362
G35718GY	CHEBI:150364
G35718QG	CHEBI:138210
G35722YG	CHEBI:150369
G35734AU	CHEBI:150370
G35745YL	CHEBI:150376
G35749EP	CHEBI:150382
G35761ND	CHEBI:156911
G35769UV	CHEBI:150387
G35777BB	CHEBI:150390
G35778AN	CHEBI:233970
G35778AN	CHEBI:62154
G35787ED	CHEBI:150394
G35798GO	CHEBI:150396
G35815ZB	CHEBI:157304
G35823EX	CHEBI:150399
G35825BV	CHEBI:150401
G35827XH	CHEBI:150404
G35836AC	CHEBI:150407
G35836DF	CHEBI:150410
G35837ET	CHEBI:150413
G35850II	CHEBI:150416
G35871RW	CHEBI:150419
G35884UD	CHEBI:150423
G35888BV	CHEBI:150427
G35893LO	CHEBI:150430
G35898DT	CHEBI:150433
G35900GR	CHEBI:150436
G35902UC	CHEBI:150439
G35910XN	CHEBI:150443
G35915AS	CHEBI:62336
G35926QT	CHEBI:150447
G35926TG	CHEBI:150451
G35932AR	CHEBI:150453
G35947YD	CHEBI:150457
G35950WD	CHEBI:150459
G35960LO	CHEBI:150461
G35963CN	CHEBI:150464
G36004BS	CHEBI:156880
G36039YA	CHEBI:150470
G36046VV	CHEBI:150473
G36047BO	CHEBI:156587
G36058ZY	CHEBI:150475
G36108GD	CHEBI:150481
G36123IU	CHEBI:53610
G36123IU	CHEBI:53611
G36123IU	CHEBI:61818
G36124LL	CHEBI:150483
G36157OV	CHEBI:150485
G36160KT	CHEBI:150492
G36180TB	CHEBI:150501
G36184OR	CHEBI:150504
G36191CD	CHEBI:70965
G36220TC	CHEBI:150510
G36225RM	CHEBI:150516
G36231CI	CHEBI:150519
G36258NK	CHEBI:157404
G36268TW	CHEBI:150521
G36293DS	CHEBI:150525
G36303CE	CHEBI:150527
G36316QQ	CHEBI:157329
G36316RB	CHEBI:150530
G36324PW	CHEBI:157112
G36324QX	CHEBI:157285
G36358CR	CHEBI:150534
G36370II	CHEBI:61743
G36370II	CHEBI:62358
G36387CV	CHEBI:85896
G36404TW	CHEBI:150536
G36405UK	CHEBI:150539
G36414FS	CHEBI:65128
G36431NE	CHEBI:157246
G36446WC	CHEBI:150542
G36465KH	CHEBI:64453
G36476BA	CHEBI:61732
G36476BA	CHEBI:72446
G36476BA	CHEBI:84653
G36476BA	CHEBI:84685
G36480VP	CHEBI:150545
G36498HE	CHEBI:150547
G36515FF	CHEBI:150549
G36519NW	CHEBI:150552
G36521AS	CHEBI:150556
G36523TZ	CHEBI:150559
G36533LR	CHEBI:150562
G36534NK	CHEBI:157500
G36539SO	CHEBI:157120
G36542BE	CHEBI:150565
G36573BV	CHEBI:150568
G36581PT	CHEBI:150573
G36601TB	CHEBI:150575
G36620HO	CHEBI:150581
G36631LH	CHEBI:150583
G36660SM	CHEBI:150586
G36673GG	CHEBI:156966
G36674QY	CHEBI:150589
G36693BM	CHEBI:150593
G36698XD	CHEBI:68430
G36699PG	CHEBI:150595
G36721VM	CHEBI:150600
G36749ZK	CHEBI:150605
G36759VO	CHEBI:150608
G36766ZC	CHEBI:150611
G36772MC	CHEBI:150614
G36774NW	CHEBI:150617
G36777IJ	CHEBI:150620
G36781FI	CHEBI:85436
G36782MK	CHEBI:150623
G36786CO	CHEBI:150626
G36810SF	CHEBI:157469
G36816DT	CHEBI:150632
G36824BJ	CHEBI:150638
G36835IG	CHEBI:150641
G36845IZ	CHEBI:150644
G36848HA	CHEBI:150646
G36855WW	CHEBI:150651
G36859SD	CHEBI:150655
G36881GV	CHEBI:150663
G36882YW	CHEBI:157440
G36910YU	CHEBI:156610
G36958UT	CHEBI:233957
G36960FP	CHEBI:150669
G36983SB	CHEBI:150681
G36996YR	CHEBI:150684
G36999JV	CHEBI:150687
G37043KH	CHEBI:150693
G37046CZ	CHEBI:157479
G37049NT	CHEBI:150696
G37071WI	CHEBI:150700
G37085NY	CHEBI:150703
G37115PC	CHEBI:150704
G37116BL	CHEBI:150708
G37135JQ	CHEBI:150711
G37137WW	CHEBI:150713
G37140SO	CHEBI:150716
G37166HP	CHEBI:150719
G37184KW	CHEBI:59222
G37184KW	CHEBI:88231
G37184KW	CHEBI:90238
G37185HI	CHEBI:150723
G37197CE	CHEBI:150726
G37216UM	CHEBI:145888
G37216UM	CHEBI:61898
G37216UM	CHEBI:61935
G37225WD	CHEBI:150729
G37234PE	CHEBI:150733
G37239FO	CHEBI:150736
G37241GG	CHEBI:150737
G37274WB	CHEBI:150025
G37279GB	CHEBI:150031
G37291PT	CHEBI:150033
G37296SI	CHEBI:150036
G37306TB	CHEBI:150041
G37385TT	CHEBI:156774
G37397PF	CHEBI:150048
G37410BN	CHEBI:150049
G37414OC	CHEBI:150052
G37419DL	CHEBI:150055
G37427PW	CHEBI:150058
G37453ZD	CHEBI:150062
G37467FA	CHEBI:156976
G37476QB	CHEBI:150065
G37481QP	CHEBI:150069
G37491LV	CHEBI:150070
G37511RU	CHEBI:156826
G37530LM	CHEBI:150080
G37532DX	CHEBI:150083
G37532TR	CHEBI:150085
G37536PP	CHEBI:150087
G37538SF	CHEBI:150090
G37561FL	CHEBI:150096
G37561SP	CHEBI:150099
G37562WX	CHEBI:150102
G37581LU	CHEBI:150109
G37591GY	CHEBI:150112
G37591JC	CHEBI:150114
G37597VQ	CHEBI:150122
G37612TM	CHEBI:150124
G37619KE	CHEBI:61580
G37629LW	CHEBI:150127
G37638KH	CHEBI:150130
G37641EM	CHEBI:150133
G37648ZH	CHEBI:156104
G37653KL	CHEBI:150134
G37681WS	CHEBI:150137
G37689ZA	CHEBI:150140
G37716UQ	CHEBI:150143
G37745NY	CHEBI:150146
G37749YU	CHEBI:150151
G37809PL	CHEBI:83548
G37818NW	CHEBI:150154
G37827FY	CHEBI:150157
G37830TX	CHEBI:150159
G37841WI	CHEBI:150161
G37861OJ	CHEBI:150171
G37862DQ	CHEBI:150174
G37867ZC	CHEBI:150177
G37879VE	CHEBI:157350
G37917UZ	CHEBI:131940
G37919OJ	CHEBI:150181
G37922UH	CHEBI:150184
G37957OL	CHEBI:150187
G37986HU	CHEBI:150193
G38002BK	CHEBI:150195
G38004LX	CHEBI:157574
G38015EF	CHEBI:150199
G38016EX	CHEBI:150201
G38028NH	CHEBI:143624
G38029ML	CHEBI:150210
G38035YJ	CHEBI:150211
G38052TW	CHEBI:150215
G38075PP	CHEBI:150218
G38078TR	CHEBI:150220
G38085DZ	CHEBI:150222
G38085YD	CHEBI:150225
G38097FX	CHEBI:150227
G38115KZ	CHEBI:150230
G38121JC	CHEBI:65269
G38144XV	CHEBI:150233
G38148GL	CHEBI:150236
G38199RH	CHEBI:150241
G38208CY	CHEBI:150244
G38238ZW	CHEBI:157182
G38267IW	CHEBI:150250
G38296RM	CHEBI:150255
G38297TU	CHEBI:150257
G38297TU	CHEBI:180550
G38315QR	CHEBI:150260
G38316MW	CHEBI:150262
G38322AX	CHEBI:62818
G38351JR	CHEBI:150265
G38361UZ	CHEBI:156968
G38371WW	CHEBI:150268
G38395YJ	CHEBI:150272
G38401SD	CHEBI:150277
G38409FH	CHEBI:82766
G38418FR	CHEBI:156877
G38419CD	CHEBI:145606
G38419CD	CHEBI:28299
G38419CD	CHEBI:75798
G38424DN	CHEBI:150280
G38428IO	CHEBI:150283
G38439VB	CHEBI:150285
G38465NT	CHEBI:150287
G38475OD	CHEBI:150293
G38478SQ	CHEBI:150295
G38488ZJ	CHEBI:150298
G38492YD	CHEBI:78289
G38506CT	CHEBI:150301
G38549YL	CHEBI:150306
G38557KR	CHEBI:150310
G38582HO	CHEBI:150311
G38590XT	CHEBI:150314
G38601ZL	CHEBI:150317
G38624LQ	CHEBI:150321
G38624RV	CHEBI:157022
G38625SV	CHEBI:150323
G38630WM	CHEBI:150327
G38637SA	CHEBI:150329
G38641UG	CHEBI:150333
G38658JL	CHEBI:150336
G38659HF	CHEBI:150338
G38668MS	CHEBI:150342
G38668OJ	CHEBI:150345
G38673OR	CHEBI:150347
G38684VZ	CHEBI:150350
G38710SX	CHEBI:89907
G38722VX	CHEBI:150353
G38753OV	CHEBI:150354
G38767OS	CHEBI:157560
G38776RF	CHEBI:125143
G38776RF	CHEBI:167473
G38776RF	CHEBI:77462
G38776RF	CHEBI:77463
G38776RF	CHEBI:81168
G38776RF	CHEBI:81232
G38776RF	CHEBI:81234
G38776RF	CHEBI:81235
G38776RF	CHEBI:91655
G38802WX	CHEBI:150360
G38807DH	CHEBI:150363
G38812YS	CHEBI:150365
G38844NT	CHEBI:28321
G38849GM	CHEBI:150371
G38858TY	CHEBI:150374
G38859XU	CHEBI:156341
G38867AF	CHEBI:150377
G38884XS	CHEBI:150380
G38887OA	CHEBI:157266
G38901GU	CHEBI:150383
G38942QM	CHEBI:150384
G38949DT	CHEBI:150389
G38951VC	CHEBI:150391
G38955TH	CHEBI:150393
G38963PP	CHEBI:150397
G38966ID	CHEBI:150398
G38974XL	CHEBI:150402
G38995BE	CHEBI:150405
G38997JB	CHEBI:150408
G38999IM	CHEBI:131146
G38999IM	CHEBI:131890
G38999IM	CHEBI:133218
G38999IM	CHEBI:133236
G38999IM	CHEBI:133244
G38999IM	CHEBI:17558
G38999IM	CHEBI:27400
G38999IM	CHEBI:27481
G38999IM	CHEBI:27663
G38999IM	CHEBI:27799
G38999IM	CHEBI:27907
G38999IM	CHEBI:28086
G38999IM	CHEBI:28314
G38999IM	CHEBI:28373
G38999IM	CHEBI:28930
G38999IM	CHEBI:32065
G38999IM	CHEBI:45353
G38999IM	CHEBI:472805
G38999IM	CHEBI:5167
G38999IM	CHEBI:5479
G38999IM	CHEBI:58192
G38999IM	CHEBI:62238
G38999IM	CHEBI:62255
G38999IM	CHEBI:6372
G38999IM	CHEBI:66289
G38999IM	CHEBI:66423
G38999IM	CHEBI:67588
G38999IM	CHEBI:67931
G38999IM	CHEBI:67932
G38999IM	CHEBI:68404
G38999IM	CHEBI:68876
G38999IM	CHEBI:68877
G38999IM	CHEBI:68878
G38999IM	CHEBI:68879
G38999IM	CHEBI:68880
G38999IM	CHEBI:68881
G38999IM	CHEBI:68882
G38999IM	CHEBI:68883
G38999IM	CHEBI:68884
G38999IM	CHEBI:69377
G38999IM	CHEBI:69378
G38999IM	CHEBI:70030
G38999IM	CHEBI:70082
G38999IM	CHEBI:71000
G38999IM	CHEBI:75762
G38999IM	CHEBI:76057
G38999IM	CHEBI:7800
G38999IM	CHEBI:78283
G38999IM	CHEBI:78420
G38999IM	CHEBI:80739
G38999IM	CHEBI:80790
G38999IM	CHEBI:81155
G38999IM	CHEBI:81156
G38999IM	CHEBI:81157
G38999IM	CHEBI:81158
G38999IM	CHEBI:81331
G38999IM	CHEBI:81332
G38999IM	CHEBI:82619
G38999IM	CHEBI:82654
G38999IM	CHEBI:8878
G38999IM	CHEBI:95358
G39011KA	CHEBI:156992
G39018CC	CHEBI:150414
G39023AU	CHEBI:59295
G39029JR	CHEBI:150418
G39035OI	CHEBI:150420
G39062YR	CHEBI:150426
G39064VB	CHEBI:62263
G39065HZ	CHEBI:150429
G39072GL	CHEBI:150432
G39089YD	CHEBI:150434
G39111QK	CHEBI:150442
G39119ZF	CHEBI:150444
G39135DL	CHEBI:156864
G39136MQ	CHEBI:150450
G39162CC	CHEBI:150454
G39174FS	CHEBI:150456
G39188CA	CHEBI:150465
G39197KC	CHEBI:150466
G39203UC	CHEBI:150469
G39211DH	CHEBI:59440
G39213VZ	CHEBI:71325
G39220EG	CHEBI:150471
G39225VJ	CHEBI:150474
G39233XT	CHEBI:150477
G39246IG	CHEBI:150480
G39247UK	CHEBI:150484
G39262WS	CHEBI:150486
G39269SV	CHEBI:4439
G39269SV	CHEBI:60059
G39272PO	CHEBI:150491
G39294YF	CHEBI:150494
G39298CN	CHEBI:150499
G39298RF	CHEBI:150502
G39299DH	CHEBI:150505
G39318IJ	CHEBI:150508
G39320DU	CHEBI:156977
G39326PP	CHEBI:150511
G39338NX	CHEBI:150515
G39340CD	CHEBI:150517
G39344CL	CHEBI:150522
G39376AB	CHEBI:150526
G39377DE	CHEBI:150529
G39377JQ	CHEBI:150533
G39383KR	CHEBI:150535
G39402EG	CHEBI:150538
G39407WQ	CHEBI:150541
G39408YK	CHEBI:150543
G39422JF	CHEBI:150546
G39426YT	CHEBI:150550
G39437XQ	CHEBI:150553
G39439UR	CHEBI:150555
G39441NS	CHEBI:150557
G39448BE	CHEBI:150560
G39478RR	CHEBI:150569
G39507NZ	CHEBI:150572
G39509DP	CHEBI:157667
G39516UK	CHEBI:150576
G39523KI	CHEBI:150578
G39531LA	CHEBI:150582
G39540XG	CHEBI:157190
G39569XI	CHEBI:150587
G39571QG	CHEBI:150592
G39578OU	CHEBI:132520
G39578OU	CHEBI:134002
G39578OU	CHEBI:145607
G39578OU	CHEBI:59093
G39600NF	CHEBI:150602
G39602UU	CHEBI:150606
G39611QP	CHEBI:150610
G39615UL	CHEBI:150613
G39623FZ	CHEBI:150616
G39624AY	CHEBI:150619
G39624YQ	CHEBI:150622
G39627DZ	CHEBI:150625
G39632AS	CHEBI:150628
G39637GN	CHEBI:150631
G39648OW	CHEBI:150634
G39686QD	CHEBI:150639
G39691JY	CHEBI:150645
G39723JA	CHEBI:150653
G39723VL	CHEBI:150654
G39762RW	CHEBI:157247
G39764AC	CHEBI:150659
G39767HX	CHEBI:145608
G39767HX	CHEBI:74796
G39807DF	CHEBI:150668
G39813YP	CHEBI:150674
G39814MO	CHEBI:150677
G39816YN	CHEBI:150679
G39818NQ	CHEBI:150683
G39829HV	CHEBI:156818
G39832TM	CHEBI:150686
G39850EU	CHEBI:150688
G39852CS	CHEBI:150691
G39861AN	CHEBI:150694
G39884QV	CHEBI:150699
G39893KL	CHEBI:150702
G39896WY	CHEBI:62516
G39948CQ	CHEBI:150707
G39948NU	CHEBI:150710
G39951CP	CHEBI:150714
G39966JQ	CHEBI:150717
G39976KS	CHEBI:150720
G40007QJ	CHEBI:150722
G40016IF	CHEBI:150725
G40033UH	CHEBI:156890
G40059NR	CHEBI:150027
G40064GR	CHEBI:150030
G40095NL	CHEBI:150040
G40096SL	CHEBI:150043
G40097PQ	CHEBI:150047
G40103VO	CHEBI:150051
G40119MV	CHEBI:157046
G40125FW	CHEBI:150054
G40155OZ	CHEBI:150060
G40164WC	CHEBI:150063
G40173TB	CHEBI:150066
G40183QN	CHEBI:59225
G40183QN	CHEBI:60913
G40183QN	CHEBI:88229
G40188OO	CHEBI:150068
G40192EJ	CHEBI:150072
G40193LX	CHEBI:156902
G40198OD	CHEBI:82646
G40221BS	CHEBI:150078
G40244KN	CHEBI:150081
G40264QS	CHEBI:150084
G40268BC	CHEBI:150088
G40269CS	CHEBI:150092
G40270LS	CHEBI:150095
G40289RO	CHEBI:150098
G40291QP	CHEBI:157576
G40319SF	CHEBI:150103
G40331VO	CHEBI:156719
G40336JD	CHEBI:156762
G40341NV	CHEBI:150105
G40360LO	CHEBI:150950
G40361PL	CHEBI:150118
G40374GP	CHEBI:150121
G40397HC	CHEBI:150125
G40413JC	CHEBI:150128
G40428BG	CHEBI:150131
G40452FK	CHEBI:150138
G40455IF	CHEBI:150141
G40491DT	CHEBI:150148
G40492MP	CHEBI:150150
G40544US	CHEBI:150158
G40545ER	CHEBI:150163
G40554DX	CHEBI:150166
G40558VT	CHEBI:150168
G40569DS	CHEBI:67157
G40572VX	CHEBI:150172
G40579SX	CHEBI:150175
G40585SO	CHEBI:150180
G40606LI	CHEBI:150183
G40609EP	CHEBI:150186
G40654PQ	CHEBI:62362
G40658FQ	CHEBI:156946
G40660XA	CHEBI:150190
G40689UV	CHEBI:150197
G40696TO	CHEBI:59296
G40702WU	CHEBI:71482
G40707SF	CHEBI:150200
G40709XS	CHEBI:150203
G40735XY	CHEBI:156495
G40737EA	CHEBI:150209
G40748TG	CHEBI:150213
G40757HO	CHEBI:150216
G40765JD	CHEBI:157056
G40786FB	CHEBI:150219
G40792HV	CHEBI:150224
G40793GY	CHEBI:150228
G40799GH	CHEBI:157013
G40806JH	CHEBI:157337
G40821RK	CHEBI:150231
G40843KY	CHEBI:83874
G40843KY	CHEBI:83877
G40843KY	CHEBI:83890
G40843KY	CHEBI:83899
G40843KY	CHEBI:83901
G40843KY	CHEBI:83902
G40894EI	CHEBI:150238
G40899IB	CHEBI:150242
G40900UQ	CHEBI:150245
G40903ZD	CHEBI:150249
G40906DZ	CHEBI:150253
G40915GX	CHEBI:150266
G40948NW	CHEBI:150269
G40955CS	CHEBI:150274
G40957MU	CHEBI:150275
G40968SG	CHEBI:150279
G41019VI	CHEBI:150286
G41029UX	CHEBI:150289
G41052GC	CHEBI:71561
G41060WK	CHEBI:150292
G41063BN	CHEBI:150296
G41063ME	CHEBI:150299
G41078PD	CHEBI:3523
G41078PD	CHEBI:3528
G41082WI	CHEBI:62483
G41094GJ	CHEBI:150305
G41107EH	CHEBI:150313
G41122XD	CHEBI:150316
G41125AS	CHEBI:150320
G41126OA	CHEBI:150324
G41158LG	CHEBI:150330
G41178NB	CHEBI:150332
G41179DF	CHEBI:150335
G41189JN	CHEBI:150339
G41202OE	CHEBI:150341
G41225ZT	CHEBI:150344
G41227XH	CHEBI:150348
G41234QD	CHEBI:150351
G41245OZ	CHEBI:146205
G41269ND	CHEBI:150361
G41278YY	CHEBI:157097
G41288IQ	CHEBI:61954
G41321IO	CHEBI:157188
G41323BT	CHEBI:156961
G41324RH	CHEBI:150367
G41327HW	CHEBI:150372
G41330YY	CHEBI:150375
G41331JX	CHEBI:150378
G41372SJ	CHEBI:85406
G41383WH	CHEBI:61789
G41384PQ	CHEBI:150388
G41424HD	CHEBI:150395
G41428TQ	CHEBI:150400
G41440LO	CHEBI:150403
G41441JX	CHEBI:150406
G41445YZ	CHEBI:150754
G41455NO	CHEBI:150409
G41461YZ	CHEBI:150412
G41470US	CHEBI:150415
G41473XU	CHEBI:156974
G41473YC	CHEBI:150417
G41474PO	CHEBI:150421
G41498BE	CHEBI:157381
G41504VL	CHEBI:150424
G41511FX	CHEBI:150428
G41539MU	CHEBI:150431
G41552DE	CHEBI:157447
G41552FO	CHEBI:157296
G41561OT	CHEBI:150435
G41605VJ	CHEBI:150445
G41656NL	CHEBI:150449
G41704PA	CHEBI:150455
G41709CA	CHEBI:150460
G41711ZZ	CHEBI:156638
G41720HN	CHEBI:150463
G41722LN	CHEBI:150468
G41724ZD	CHEBI:150472
G41734DZ	CHEBI:150476
G41752RI	CHEBI:150479
G41759HA	CHEBI:87497
G41771ES	CHEBI:155186
G41780OY	CHEBI:150482
G41797PU	CHEBI:150490
G41804LU	CHEBI:150500
G41806QY	CHEBI:150503
G41809LE	CHEBI:156724
G41811PH	CHEBI:150506
G41817BL	CHEBI:150514
G41820ZZ	CHEBI:157192
G41824PC	CHEBI:150520
G41847IM	CHEBI:150528
G41850YN	CHEBI:150531
G41859KE	CHEBI:150532
G41868HL	CHEBI:150537
G41869MU	CHEBI:61837
G41887DZ	CHEBI:150544
G41912CL	CHEBI:150548
G41923EO	CHEBI:150551
G41928NU	CHEBI:150554
G41937ED	CHEBI:150558
G41939JF	CHEBI:150561
G41943OZ	CHEBI:150563
G41945RH	CHEBI:150567
G41953RN	CHEBI:150571
G41962VB	CHEBI:157427
G42002WQ	CHEBI:150584
G42003FG	CHEBI:150588
G42022OY	CHEBI:150591
G42028VS	CHEBI:150596
G42039AA	CHEBI:150599
G42095CU	CHEBI:150603
G42107CZ	CHEBI:150609
G42113HJ	CHEBI:150615
G42117ON	CHEBI:150618
G42120JR	CHEBI:150621
G42144HJ	CHEBI:150627
G42147XQ	CHEBI:150630
G42154JB	CHEBI:150633
G42176GK	CHEBI:150636
G42191FI	CHEBI:150643
G42193NQ	CHEBI:150650
G42204RE	CHEBI:150652
G42208LC	CHEBI:150656
G42227JK	CHEBI:150661
G42236WQ	CHEBI:65141
G42239FO	CHEBI:150664
G42239OO	CHEBI:156906
G42240DE	CHEBI:150667
G42256GD	CHEBI:150670
G42261MY	CHEBI:150673
