GlyTouCanAccession	Relationship	RelatedAccession
G04857UT	Subsumes	G09533NV
G04857UT	Subsumes	G10377CG
G04857UT	Subsumes	G67935HZ
G04860BW	SubsumedBy	G08064PD
G04860BW	Subsumes	G39832TM
G04861MP	SubsumedBy	G06276SU
G04861MP	SubsumedBy	G74246AM
G04861MP	Subsumes	G72718TT
G04866JA	SubsumedBy	G07286WG
G04873JX	SubsumedBy	G43075NB
G04873JX	Subsumes	G76478FT
G04873JX	Subsumes	G82252QI
G04874GQ	SubsumedBy	G06767OR
G04874GQ	Subsumes	G22889SE
G04874SZ	SubsumedBy	G69871VI
G04874SZ	SubsumedBy	G98240PY
G04874SZ	Subsumes	G10109RQ
G04874SZ	Subsumes	G16829EX
G04874SZ	Subsumes	G29535RH
G04874SZ	Subsumes	G30797DS
G04874SZ	Subsumes	G83461WR
G04879YF	SubsumedBy	G19446DF
G04879YF	SubsumedBy	G58318SA
G04879YF	Subsumes	G54682XF
G04879YF	Subsumes	G83604AI
G04879YF	Subsumes	G44001QX
G04883CA	SubsumedBy	G25637MV
G04883CA	SubsumedBy	G14489PV
G04886AP	SubsumedBy	G49486LR
G04886AP	Subsumes	G27179LG
G04886AP	Subsumes	G35338PW
G04886AP	Subsumes	G39701HX
G04903PZ	SubsumedBy	G72165OE
G04903PZ	SubsumedBy	G65318OO
G04908IA	SubsumedBy	G13442BO
G04908IA	Subsumes	G89026DU
G04908YS	SubsumedBy	G86570NJ
G04908YS	Subsumes	G68345XS
G04908YS	Subsumes	G81032PV
G04908YS	Subsumes	G04922JV
G04908YS	Subsumes	G47346BG
G04908YS	Subsumes	G48140EO
G04908YS	Subsumes	G63272GJ
G04908YS	Subsumes	G63296BT
G04908YS	Subsumes	G76677LJ
G04908YS	Subsumes	G79793CW
G04908YS	Subsumes	G88374EZ
G04908YS	Subsumes	G90615MX
G04908YS	Subsumes	G94004DY
G04908YS	Subsumes	G94946WE
G04909DG	SubsumedBy	G65835SY
G04909DG	Subsumes	G02582JY
G04909DG	Subsumes	G15681WF
G04909DG	Subsumes	G50739NP
G04909DG	Subsumes	G59281EP
G04909DG	Subsumes	G70586HR
G04909DG	Subsumes	G98736SM
G04910RR	SubsumedBy	G57465BN
G04910RR	SubsumedBy	G78884WZ
G04912RF	SubsumedBy	G78651SL
G04912RF	Subsumes	G48917MI
G04914MH	SubsumedBy	G71795HN
G04914MH	Subsumes	G11860YJ
G04914MH	Subsumes	G14927KP
G04917SF	SubsumedBy	G16831PL
G04917SF	SubsumedBy	G95990QC
G04917SF	Subsumes	G12396GB
G04918QS	SubsumedBy	G25637MV
G04918QS	SubsumedBy	G48194ZX
G04920ZE	SubsumedBy	G07675FU
G04920ZE	Subsumes	G75237SS
G04920ZE	Subsumes	G79950YS
G04920ZE	Subsumes	G83992YN
G04920ZE	Subsumes	G98852TR
G04920ZE	Subsumes	G99891PR
G04922JV	SubsumedBy	G04908YS
G04922JV	Subsumes	G66296ET
G04930QT	SubsumedBy	G28443VK
G04930QT	Subsumes	G55321QC
G04930QT	Subsumes	G68427CL
G04937DD	SubsumedBy	G75392IO
G04941HM	SubsumedBy	G06509PB
G04941HM	Subsumes	G73487JY
G04941YC	SubsumedBy	G41702OS
G04941YC	SubsumedBy	G99415BV
G04943NQ	SubsumedBy	G12942ZN
G04943NQ	SubsumedBy	G27365DO
G04943NQ	Subsumes	G90387AM
G04947MP	SubsumedBy	G81920XN
G04947MP	Subsumes	G59857BB
G04949CY	SubsumedBy	G36627BJ
G04949TM	SubsumedBy	G93921SI
G04949TM	Subsumes	G54716JG
G04951KA	SubsumedBy	G40401IO
G04951KA	Subsumes	G58169YV
G04951KA	Subsumes	G84689MX
G04954EB	SubsumedBy	G47737VJ
G04954EB	Subsumes	G16426GN
G04954EB	Subsumes	G34080IB
G04959WS	SubsumedBy	G30804AW
G04960UI	SubsumedBy	G10444WU
G04960UI	SubsumedBy	G28372KB
G04960UI	Subsumes	G00123JF
G04960UI	Subsumes	G64345WG
G04964ME	SubsumedBy	G60033FS
G04964ME	Subsumes	G50293LU
G04964ME	Subsumes	G93109VE
G04964UA	SubsumedBy	G01742GV
G04964UA	SubsumedBy	G35626TC
G04964UA	Subsumes	G60667OL
G04976EC	SubsumedBy	G91644JA
G04977HM	SubsumedBy	G40510IW
G04977HM	Subsumes	G41592RO
G04977HM	Subsumes	G97854LA
G04978ZJ	SubsumedBy	G37570TL
G04978ZJ	Subsumes	G18664TT
G04983EU	SubsumedBy	G01544LX
G04983EU	Subsumes	G39637GN
G04984FA	SubsumedBy	G12770GA
G04987NY	SubsumedBy	G58183RP
G04989WY	SubsumedBy	G28481CR
G04989WY	SubsumedBy	G36223IZ
G04989WY	SubsumedBy	G52266YB
G04989WY	SubsumedBy	G53280MT
G04989WY	SubsumedBy	G57248BB
G04989WY	SubsumedBy	G67038VS
G04990SS	SubsumedBy	G97496ZX
G04990SS	SubsumedBy	G26416HF
G04990SS	Subsumes	G07323GB
G04990SS	Subsumes	G96569DL
G04993IV	SubsumedBy	G30796HW
G04993IV	Subsumes	G22156OE
G05002AF	SubsumedBy	G65547KW
G05002AF	Subsumes	G60955ML
G05005QI	SubsumedBy	G15619OA
G05005QI	SubsumedBy	G54233CJ
G05005QI	Subsumes	G18253ON
G05005SO	SubsumedBy	G16823AW
G05005SO	Subsumes	G64851PW
G05005SO	Subsumes	G74907KF
G05005SO	Subsumes	G83165OA
G05014UV	SubsumedBy	G10331BX
G05015ET	SubsumedBy	G43847EM
G05015ET	SubsumedBy	G30909LI
G05015ET	Subsumes	G11035GA
G05022LU	SubsumedBy	G97496ZX
G05022LU	SubsumedBy	G29694LZ
G05022LU	Subsumes	G71065BP
G05022UB	SubsumedBy	G15531AF
G05022UB	SubsumedBy	G48389SQ
G05022UB	Subsumes	G36780GT
G05022UB	Subsumes	G53743TV
G05026ZL	SubsumedBy	G07982RO
G05027SR	SubsumedBy	G58451IT
G05027SR	SubsumedBy	G50707YR
G05027SR	Subsumes	G74916CC
G05027SR	Subsumes	G98140IX
G05031SD	SubsumedBy	G21110GE
G05049IC	Subsumes	G12054UE
G05049IC	Subsumes	G35279VV
G05049IC	Subsumes	G45978IP
G05049IC	Subsumes	G25103RK
G05049IC	Subsumes	G29654WM
G05049IC	Subsumes	G87026IC
G05049YU	SubsumedBy	G59937CP
G05049YU	Subsumes	G68013XJ
G05049YU	Subsumes	G77106IE
G05049YU	Subsumes	G08126QR
G05049YU	Subsumes	G13292BE
G05049YU	Subsumes	G14187IZ
G05049YU	Subsumes	G17152TS
G05049YU	Subsumes	G75960US
G05057XI	SubsumedBy	G61550NK
G05068FP	SubsumedBy	G31814VP
G05076OF	SubsumedBy	G18081HD
G05076OF	Subsumes	G55820DG
G05096LE	SubsumedBy	G59875OA
G05096XM	SubsumedBy	G86687LE
G05096XM	Subsumes	G52471BY
G05098CE	SubsumedBy	G82119TF
G05098CE	Subsumes	G26572YQ
G05098FE	SubsumedBy	G03700EN
G05098FE	SubsumedBy	G78695LF
G05098FE	SubsumedBy	G93860XO
G05098FE	Subsumes	G00662IB
G05098FE	Subsumes	G05600OX
G05098FE	Subsumes	G14428PM
G05098FE	Subsumes	G23782KP
G05098FE	Subsumes	G47178AC
G05098FE	Subsumes	G54300AX
G05098FE	Subsumes	G72919IM
G05098FE	Subsumes	G85106DS
G05098FE	Subsumes	G89865CB
G05102JZ	SubsumedBy	G18906MN
G05102JZ	SubsumedBy	G30562SO
G05102JZ	Subsumes	G67139SM
G05102QO	SubsumedBy	G17015OC
G05102QO	Subsumes	G19671XU
G05102QO	Subsumes	G23384FD
G05104OH	SubsumedBy	G61636VN
G05104OH	Subsumes	G95415LS
G05107KY	SubsumedBy	G27930EM
G05108UT	SubsumedBy	G00120QS
G05108UT	SubsumedBy	G76152LH
G05108UT	SubsumedBy	G17075EV
G05108UT	Subsumes	G22573RC
G05108UT	Subsumes	G27243WR
G05109NU	Subsumes	G37943IX
G05120GP	SubsumedBy	G62146BY
G05120GP	Subsumes	G47780JJ
G05120GP	Subsumes	G87277AB
G05120VZ	SubsumedBy	G20380YV
G05120VZ	Subsumes	G92320FG
G05127BN	Subsumes	G35983RN
G05128BK	SubsumedBy	G17766YF
G05128BK	Subsumes	G03494YC
G05128VV	SubsumedBy	G66346EP
G05128VV	Subsumes	G43157GC
G05133TU	SubsumedBy	G11314AS
G05133TU	Subsumes	G18718DW
G05133TU	Subsumes	G41450GQ
G05133TU	Subsumes	G68698AP
G05133TU	Subsumes	G81730TV
G05133TU	Subsumes	G71144EE
G05133TU	Subsumes	G67679JJ
G05136BT	SubsumedBy	G52915NJ
G05136BT	SubsumedBy	G79585IY
G05137JA	SubsumedBy	G40992GJ
G05137JA	SubsumedBy	G62362NF
G05137JA	Subsumes	G42362AN
G05140WY	SubsumedBy	G12866IA
G05140WY	SubsumedBy	G42772CJ
G05140WY	Subsumes	G40702WU
G05140WY	Subsumes	G89864BN
G05143WC	SubsumedBy	G11107QZ
G05143WC	SubsumedBy	G34325IS
G05143WC	SubsumedBy	G51024RU
G05148UV	SubsumedBy	G19160IM
G05148UV	SubsumedBy	G27287UI
G05151WT	SubsumedBy	G24812WY
G05151WT	SubsumedBy	G80804PR
G05152XR	SubsumedBy	G77442MO
G05152XR	SubsumedBy	G85561JV
G05153MO	SubsumedBy	G92495JT
G05153MO	SubsumedBy	G81485FV
G05159JL	SubsumedBy	G92411CL
G05159JL	Subsumes	G26144BG
G05159JL	Subsumes	G48094EU
G05159JL	Subsumes	G64017CW
G05161OY	SubsumedBy	G91689NU
G05161OY	Subsumes	G19776GU
G05164MI	Subsumes	G13660ED
G05164TT	SubsumedBy	G64228KO
G05164TT	SubsumedBy	G94322TC
G05164TT	Subsumes	G09819VE
G05164TT	Subsumes	G81183YX
G05180BW	SubsumedBy	G86248YA
G05181BG	SubsumedBy	G97536JQ
G05184IQ	SubsumedBy	G76330SV
G05187DJ	SubsumedBy	G54802EG
G05187DJ	SubsumedBy	G70985EU
G05187WH	SubsumedBy	G06673TD
G05187WH	Subsumes	G49743VF
G05187WH	Subsumes	G92918FJ
G05188BU	SubsumedBy	G67515ZL
G05188BU	SubsumedBy	G72075FO
G05188BU	SubsumedBy	G75029KP
G05188BU	Subsumes	G58547FH
G05189JQ	SubsumedBy	G30853DH
G05189JQ	SubsumedBy	G41887DZ
G05189YS	SubsumedBy	G05826DY
G05189YS	SubsumedBy	G15825TO
G05194RK	Subsumes	G65877AW
G05194RK	Subsumes	G18787WH
G05194RK	Subsumes	G35398DS
G05194RK	Subsumes	G78355JG
G05194RK	Subsumes	G82491NO
G05195BC	SubsumedBy	G04656HH
G05198VG	SubsumedBy	G46635KW
G05198VG	Subsumes	G30350VC
G05203UQ	SubsumedBy	G16933RK
G05203UQ	Subsumes	G09115OQ
G05203UQ	Subsumes	G09349XQ
G05203UQ	Subsumes	G10845BX
G05203UQ	Subsumes	G11350UX
G05203UQ	Subsumes	G15631YF
G05203UQ	Subsumes	G22237ZE
G05203UQ	Subsumes	G22949KX
G05203UQ	Subsumes	G35734AU
G05203UQ	Subsumes	G38267IW
G05203UQ	Subsumes	G44688UB
G05203UQ	Subsumes	G45776ET
G05203UQ	Subsumes	G53800MQ
G05203UQ	Subsumes	G57774MT
G05203UQ	Subsumes	G62746IY
G05203UQ	Subsumes	G70927FR
G05203UQ	Subsumes	G80298HR
G05203UQ	Subsumes	G99403QU
G05205SE	SubsumedBy	G82644AX
G05205SE	Subsumes	G10158SF
G05205SE	Subsumes	G41646MQ
G05206VR	SubsumedBy	G26550NW
G05206VR	Subsumes	G18878GY
G05212BT	SubsumedBy	G80016QG
G05216VK	SubsumedBy	G67272DI
G05227QH	SubsumedBy	G13628FE
G05227QH	SubsumedBy	G53955MN
G05227QH	Subsumes	G20423ED
G05227QH	Subsumes	G27106AM
G05227QH	Subsumes	G54892JD
G05229BF	SubsumedBy	G40033BQ
G05229BF	Subsumes	G47108UC
G05229BF	Subsumes	G80393PG
G05231YG	SubsumedBy	G69099KE
G05231YG	Subsumes	G74790FN
G05233KP	SubsumedBy	G41098ZD
G05234QD	SubsumedBy	G87030ZZ
G05234QD	Subsumes	G60729FR
G05234QD	Subsumes	G65376QI
G05235KE	SubsumedBy	G82947LB
G05241IE	SubsumedBy	G54059XR
G05241IE	SubsumedBy	G54969AE
G05241IE	SubsumedBy	G87889NL
G05241IE	Subsumes	G55220VL
G05241IE	Subsumes	G97423PY
G05243OL	SubsumedBy	G21161GI
G05243OL	SubsumedBy	G45652AG
G05243OL	Subsumes	G16363CS
G05243OL	Subsumes	G26047BG
G05247AF	SubsumedBy	G49917IO
G05247AF	SubsumedBy	G58076ER
G05247AF	Subsumes	G25363AJ
G05247AF	Subsumes	G43339ZY
G05247AF	Subsumes	G46453OL
G05247AF	Subsumes	G86763VI
G05252XR	SubsumedBy	G07489IL
G05252XR	SubsumedBy	G67772KL
G05254OQ	SubsumedBy	G35281IE
G05254OQ	SubsumedBy	G71061FP
G05254OQ	Subsumes	G99382RT
G05260KF	SubsumedBy	G33177YW
G05260KF	SubsumedBy	G02653CW
G05260KF	Subsumes	G05574JV
G05260KF	Subsumes	G20415OQ
G05260KF	Subsumes	G40990LB
G05260KF	Subsumes	G79588UI
G05260KF	Subsumes	G94374CC
G05260KF	Subsumes	G99468TN
G05260RH	SubsumedBy	G52724WY
G05260RH	SubsumedBy	G94177LC
G05261VC	SubsumedBy	G15118OB
G05264HX	SubsumedBy	G84983EE
G05264HX	Subsumes	G42674AX
G05264HX	Subsumes	G45864TJ
G05264HX	Subsumes	G46747LH
G05264HX	Subsumes	G53899GT
G05264HX	Subsumes	G70613ZY
G05264HX	Subsumes	G71714EQ
G05266FY	SubsumedBy	G15871PG
G05266FY	SubsumedBy	G19881RR
G05266FY	Subsumes	G08823VD
G05270EP	SubsumedBy	G00249XR
G05270EP	SubsumedBy	G86838ZQ
G05270EP	Subsumes	G95273QR
G05270TA	SubsumedBy	G16201EW
G05270TA	Subsumes	G58344PL
G05270TA	Subsumes	G71158TZ
G05273UJ	Subsumes	G28923WQ
G05273UJ	Subsumes	G07700RW
G05273UJ	Subsumes	G59384WC
G05279MG	SubsumedBy	G38230YO
G05279MG	SubsumedBy	G92854IJ
G05279MG	Subsumes	G12479WC
G05279MG	Subsumes	G56063TZ
G05285ZE	SubsumedBy	G02727WK
G05285ZE	Subsumes	G53752UB
G05286IK	SubsumedBy	G76524PQ
G05286OM	SubsumedBy	G95344OF
G05286OM	Subsumes	G02946WF
G05286OM	Subsumes	G58937DH
G05287EJ	SubsumedBy	G04190CM
G05287EJ	Subsumes	G33405MT
G05287EJ	Subsumes	G61030TZ
G05287EJ	Subsumes	G67479ZF
G05287IT	SubsumedBy	G46929PG
G05287IT	Subsumes	G24658ID
G05297EK	SubsumedBy	G50866KI
G05297UU	SubsumedBy	G17770ZB
G05297UU	SubsumedBy	G87597KJ
G05303BZ	SubsumedBy	G62689JX
G05303BZ	SubsumedBy	G84882JT
G05304RZ	SubsumedBy	G50679XJ
G05304RZ	Subsumes	G00469BS
G05304RZ	Subsumes	G49774KM
G05307LM	SubsumedBy	G48275DN
G05307LM	SubsumedBy	G68189FR
G05312EE	SubsumedBy	G19386HE
G05312EE	Subsumes	G56876DF
G05312EE	Subsumes	G75839LJ
G05312EE	Subsumes	G80756MK
G05312EE	Subsumes	G98940JV
G05314WL	SubsumedBy	G15212GE
G05314WL	SubsumedBy	G94571WF
G05314WL	SubsumedBy	G37626QS
G05314WL	SubsumedBy	G44246UD
G05314WL	SubsumedBy	G74269EB
G05314WL	SubsumedBy	G81604RU
G05314WL	SubsumedBy	G81670RK
G05314WL	Subsumes	G07003AA
G05314WL	Subsumes	G18724OW
G05314WL	Subsumes	G15730FJ
G05314WL	Subsumes	G25460BQ
G05314WL	Subsumes	G37306TB
G05314WL	Subsumes	G58571IP
G05314WL	Subsumes	G59345UT
G05314WL	Subsumes	G64048GU
G05314WL	Subsumes	G84981PB
G05315FT	SubsumedBy	G63977XF
G05315FT	SubsumedBy	G44943NL
G05315FT	Subsumes	G48133IU
G05319BS	SubsumedBy	G43216EX
G05319BS	SubsumedBy	G67719WQ
G05319BS	Subsumes	G48954CA
G05324AQ	SubsumedBy	G23761KD
G05325QD	SubsumedBy	G44033UA
G05325QD	Subsumes	G35800CB
G05325QD	Subsumes	G53022JY
G05330ZQ	SubsumedBy	G41095UN
G05330ZQ	Subsumes	G62639CP
G05331JD	SubsumedBy	G63933WL
G05337KJ	SubsumedBy	G97953NC
G05341MB	SubsumedBy	G37696FJ
G05341MB	SubsumedBy	G40773UX
G05341MB	Subsumes	G52892OT
G05343DC	SubsumedBy	G43825IQ
G05344FK	SubsumedBy	G61431CZ
G05344FK	Subsumes	G75151NJ
G05344UC	SubsumedBy	G89239EL
G05344UC	Subsumes	G49104WF
G05353EZ	SubsumedBy	G75865YY
G05357CB	SubsumedBy	G99560EQ
G05360BT	SubsumedBy	G25839JN
G05360BT	Subsumes	G66420HM
G05360BT	Subsumes	G15365AE
G05360BT	Subsumes	G42735RP
G05360BT	Subsumes	G54904QW
G05360BT	Subsumes	G74111QE
G05360BT	Subsumes	G75645LV
G05360BT	Subsumes	G77282MO
G05360GS	SubsumedBy	G13144LI
G05360GS	Subsumes	G22323DR
G05360PA	SubsumedBy	G75584UI
G05360PA	Subsumes	G83540SE
G05361BA	SubsumedBy	G90320NJ
G05361BA	Subsumes	G04337AE
G05364NW	SubsumedBy	G16407EV
G05364NW	Subsumes	G09328CA
G05364NW	Subsumes	G49674YK
G05364NW	Subsumes	G73886RN
G05364NW	Subsumes	G84155GY
G05364NW	Subsumes	G85309ZZ
G05364OA	SubsumedBy	G85752KA
G05364OA	SubsumedBy	G45599YQ
G05364OA	Subsumes	G85062QK
G05364OA	Subsumes	G54742JQ
G05365PX	SubsumedBy	G87721BR
G05365PX	Subsumes	G57943ZV
G05365PX	Subsumes	G72356JA
G05367PQ	SubsumedBy	G72933YZ
G05367PQ	Subsumes	G69022KK
G05367PQ	Subsumes	G96622FI
G05368PM	SubsumedBy	G31964BN
G05368PM	SubsumedBy	G53672HJ
G05368PM	SubsumedBy	G54929QT
G05374TU	SubsumedBy	G09108HO
G05378UG	SubsumedBy	G54043EU
G05379WO	SubsumedBy	G37306DH
G05379WO	Subsumes	G12075FM
G05379WO	Subsumes	G34162ZB
G05380VG	SubsumedBy	G09640VJ
G05380VG	Subsumes	G17709UI
G05382JE	SubsumedBy	G44199GS
G05382JE	Subsumes	G78681QL
G05384WR	SubsumedBy	G15402YD
G05384WR	SubsumedBy	G26697HL
G05386LR	SubsumedBy	G36432FV
G05386LR	Subsumes	G89878JQ
G05387BJ	SubsumedBy	G34516JZ
G05387BJ	Subsumes	G34247PU
G05387BJ	Subsumes	G39963CO
G05387BJ	Subsumes	G70040SV
G05387HG	SubsumedBy	G89699UR
G05387HG	SubsumedBy	G09504NU
G05387HG	Subsumes	G04851MY
G05387HG	Subsumes	G89547PG
G05390PH	SubsumedBy	G53733WF
G05394UY	Subsumes	G22331NZ
G05394UY	Subsumes	G46831QF
G05394UY	Subsumes	G75641SG
G05394UY	Subsumes	G06708ZY
G05394UY	Subsumes	G33177YW
G05394UY	Subsumes	G96927TT
G05394UY	Subsumes	G27221EC
G05394UY	Subsumes	G02653CW
G05394UY	Subsumes	G53380FO
G05394UY	Subsumes	G03102IC
G05394UY	Subsumes	G35447RX
G05394UY	Subsumes	G48676QC
G05394UY	Subsumes	G40745SR
G05394UY	Subsumes	G75013DQ
G05395FV	SubsumedBy	G40360IE
G05395FV	SubsumedBy	G54948WU
G05395FV	Subsumes	G35898RP
G05397AN	SubsumedBy	G44703XA
G05397AN	Subsumes	G54628BK
G05397XY	SubsumedBy	G17497PZ
G05397XY	Subsumes	G24547WU
G05400UX	SubsumedBy	G94494JM
G05400UX	Subsumes	G16999RL
G05400UX	Subsumes	G34696JS
G05400UX	Subsumes	G55945YW
G05400UX	Subsumes	G82815IT
G05402FG	SubsumedBy	G52471BY
G05402FG	Subsumes	G04428BJ
G05402FG	Subsumes	G42239OO
G05411CR	SubsumedBy	G41054LY
G05411CR	SubsumedBy	G55800WP
G05412OW	SubsumedBy	G93767OL
G05412OW	Subsumes	G31587OK
G05412OW	Subsumes	G93427DE
G05413EE	SubsumedBy	G50703DZ
G05421KO	SubsumedBy	G10996NE
G05421KO	SubsumedBy	G76702YY
G05421KO	Subsumes	G44046WQ
G05421KO	Subsumes	G61283FH
G05421OW	SubsumedBy	G37855JI
G05422YM	SubsumedBy	G00249XR
G05422YM	SubsumedBy	G14719NG
G05422YM	Subsumes	G36366CN
G05422YM	Subsumes	G53850AN
G05422YM	Subsumes	G90584SQ
G05425EY	SubsumedBy	G08245HF
G05436VV	SubsumedBy	G41714MU
G05436VV	SubsumedBy	G93917TY
G05436VV	Subsumes	G02173JB
G05436VV	Subsumes	G36620HO
G05436VV	Subsumes	G69780ZR
G05436VV	Subsumes	G99625CL
G05441GN	SubsumedBy	G42727HE
G05450AP	SubsumedBy	G06844RI
G05450AP	SubsumedBy	G18573YO
G05450AP	Subsumes	G94827SR
G05454SP	SubsumedBy	G59324HL
G05454SP	Subsumes	G57930PW
G05460KC	Subsumes	G54109CJ
G05462CI	SubsumedBy	G45851AI
G05462CI	Subsumes	G48328PS
G05462CI	Subsumes	G51100OU
G05470LY	SubsumedBy	G46916AI
G05478GN	SubsumedBy	G29109PM
G05478GN	SubsumedBy	G76096CN
G05478GN	SubsumedBy	G82095XV
G05478GN	Subsumes	G82320NZ
G05479GT	SubsumedBy	G49504RV
G05479GT	SubsumedBy	G40510IW
G05479GT	Subsumes	G03019FG
G05479GT	Subsumes	G41592RO
G05479GT	Subsumes	G18594JZ
G05479GT	Subsumes	G32780LD
G05479GT	Subsumes	G39617JJ
G05479GT	Subsumes	G45137VE
G05479GT	Subsumes	G66787RA
G05479GT	Subsumes	G67976UK
G05479GT	Subsumes	G81632VJ
G05480UW	SubsumedBy	G88429QE
G05480UW	Subsumes	G26712CT
G05480UW	Subsumes	G51636DE
G05480UW	Subsumes	G91881LP
G05484KA	SubsumedBy	G27815BZ
G05496GH	SubsumedBy	G82879RY
G05496GH	Subsumes	G50531NJ
G05497LS	SubsumedBy	G81089BD
G05497LS	SubsumedBy	G49816XT
G05497LS	Subsumes	G09811CA
G05497LS	Subsumes	G75348SF
G05497LS	Subsumes	G16809VD
G05498MB	SubsumedBy	G95141UV
G05498MB	SubsumedBy	G82777VB
G05498MB	Subsumes	G57063AY
G05511EM	Subsumes	G31642CY
G05511KY	SubsumedBy	G98066WG
G05511KY	SubsumedBy	G06100EH
G05511KY	SubsumedBy	G71146HJ
G05511KY	Subsumes	G90348RI
G05524NT	SubsumedBy	G17542QQ
G05524NT	Subsumes	G26713RV
G05539AN	SubsumedBy	G51611OR
G05539AN	SubsumedBy	G73710SY
G05539AN	Subsumes	G34993RG
G05544OY	SubsumedBy	G19885TN
G05544OY	Subsumes	G06880OV
G05544OY	Subsumes	G83751ZP
G05546WG	SubsumedBy	G53038IF
G05546WG	SubsumedBy	G77561JZ
G05550LT	SubsumedBy	G39477LE
G05550LT	SubsumedBy	G45688LI
G05552HC	SubsumedBy	G59695YH
G05553PQ	SubsumedBy	G04355NX
G05553PQ	SubsumedBy	G11318MQ
G05553PQ	Subsumes	G66313YW
G05561CF	SubsumedBy	G66892DM
G05561HT	SubsumedBy	G42727HE
G05561KC	SubsumedBy	G02815KT
G05561KC	Subsumes	G40652AU
G05561KC	Subsumes	G59096FT
G05561KC	Subsumes	G72150CB
G05562XX	SubsumedBy	G71400PM
G05562YT	SubsumedBy	G44817MT
G05566SL	SubsumedBy	G62055US
G05566SL	Subsumes	G23613OT
G05571PH	SubsumedBy	G65701KB
G05571PH	Subsumes	G71561JP
G05572ZD	SubsumedBy	G49416UT
G05572ZD	Subsumes	G56424ZD
G05574JV	SubsumedBy	G05260KF
G05574JV	Subsumes	G19340FV
G05577HY	SubsumedBy	G60698JD
G05577HY	Subsumes	G13307OA
G05581UW	SubsumedBy	G32701FC
G05581UW	SubsumedBy	G88036WG
G05585OK	SubsumedBy	G60974FN
G05585OK	Subsumes	G78171YL
G05587UD	Subsumes	G77486XN
G05587UD	Subsumes	G76377UH
G05596LB	SubsumedBy	G97848MR
G05596LB	Subsumes	G95101QA
G05597SV	SubsumedBy	G67797LD
G05597SV	Subsumes	G54542VV
G05597SV	Subsumes	G63474NY
G05600OX	SubsumedBy	G05098FE
G05600OX	SubsumedBy	G09579YO
G05600OX	SubsumedBy	G98790NR
G05600OX	SubsumedBy	G77725ZE
G05608EC	SubsumedBy	G91535JV
G05608EC	Subsumes	G98348QS
G05608QQ	SubsumedBy	G78102BN
G05608QQ	Subsumes	G27628XK
G05610JO	SubsumedBy	G44031UD
G05610JO	Subsumes	G59655SA
G05610JO	Subsumes	G96921ZU
G05611SB	SubsumedBy	G06927UM
G05611SB	SubsumedBy	G43523KB
G05611SB	Subsumes	G59877NF
G05615BG	SubsumedBy	G15868RK
G05615BG	SubsumedBy	G86237WM
G05619KO	SubsumedBy	G38883ZX
G05619KO	Subsumes	G37986HU
G05620VJ	SubsumedBy	G07641WS
G05620VJ	SubsumedBy	G48822HK
G05620VJ	Subsumes	G94435QH
G05633TS	SubsumedBy	G00032MO
G05633TS	SubsumedBy	G36124QZ
G05633TS	Subsumes	G01534TU
G05635CX	SubsumedBy	G41670FU
G05635CX	Subsumes	G16768LX
G05637VR	SubsumedBy	G54247OR
G05637VR	Subsumes	G49599HG
G05639BW	SubsumedBy	G31685JQ
G05639BW	SubsumedBy	G85982HW
G05639BW	Subsumes	G14033LY
G05639BW	Subsumes	G69522TI
G05642HQ	SubsumedBy	G64078DL
G05642HQ	Subsumes	G15747DD
G05642HQ	Subsumes	G75859QM
G05642HQ	Subsumes	G82514MH
G05644LC	SubsumedBy	G89129AU
G05645BX	SubsumedBy	G98035JU
G05645BX	Subsumes	G84645YP
G05645NK	Subsumes	G99374HY
G05645NK	Subsumes	G10309VC
G05645NK	Subsumes	G50738IZ
G05645NK	Subsumes	G53697BI
G05645NK	Subsumes	G90275DB
G05645NK	Subsumes	G70357WK
G05654CV	SubsumedBy	G65924TG
G05654CV	Subsumes	G73977KO
G05669ME	SubsumedBy	G02180YM
G05669ME	Subsumes	G55925JJ
G05669ME	Subsumes	G72319HC
G05671AC	SubsumedBy	G73979OI
G05674AL	SubsumedBy	G00803PJ
G05674AL	Subsumes	G61917OO
G05674AL	Subsumes	G92009TQ
G05674CR	SubsumedBy	G46554NZ
G05675LB	SubsumedBy	G53861OY
G05676RG	SubsumedBy	G97684YT
G05676RG	Subsumes	G20883QG
G05676RG	Subsumes	G80769AX
G05680NS	SubsumedBy	G64152VB
G05680NS	Subsumes	G18532GS
G05681ZV	SubsumedBy	G08994YL
G05681ZV	Subsumes	G32808EP
G05690OR	SubsumedBy	G43220WQ
G05693UB	SubsumedBy	G22428GQ
G05693UB	Subsumes	G22018VM
G05693UB	Subsumes	G72463LF
G05694XS	SubsumedBy	G16470PS
G05694XS	Subsumes	G76097GZ
G05698FC	SubsumedBy	G12139OQ
G05698FC	SubsumedBy	G55498CK
G05704WW	SubsumedBy	G17743RG
G05704WW	SubsumedBy	G83761QN
G05708VR	SubsumedBy	G98058RD
G05708VR	Subsumes	G08711TN
G05708VR	Subsumes	G43452DA
G05712GH	SubsumedBy	G94979GH
G05716ZM	SubsumedBy	G28955QE
G05716ZM	Subsumes	G48053YN
G05716ZM	Subsumes	G56640YA
G05724WC	SubsumedBy	G27642RO
G05724WC	SubsumedBy	G96643WB
G05724WC	Subsumes	G34764BK
G05724WC	Subsumes	G87984PA
G05735OW	SubsumedBy	G98044QF
G05735OW	SubsumedBy	G09747VD
G05735OW	Subsumes	G29396WP
