GlyTouCanAccession	UniCarbKBID
G57776ZU	comp_HexNAc3Hex4dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G57784IN	comp_HexNAc2Hex3dHex0NeuAc0NeuGc1Pent0S0P0KDN0HexA0
G57789QC	2149
G57818FI	6689
G57818FI	7619
G57818FI	7662
G57835AK	1555
G57955DP	1531
G58001LT	G58001LT
G58001LT	comp_HexNAc2Hex1dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G58014BV	comp_HexNAc5Hex8dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G58082FV	comp_HexNAc1Hex0dHex0NeuAc0NeuGc0Pent0S1P0KDN0HexA1
G58087IP	comp_HexNAc2Hex11dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G58194AN	comp_HexNAc4Hex3dHex0NeuAc0NeuGc1Pent0S0P0KDN0HexA0
G58232MG	7718
G58232MG	7842
G58232MG	7879
G58268WC	3971
G58303SK	comp_HexNAc10Hex6dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G58377LL	comp_HexNAc8Hex8dHex1NeuAc4NeuGc0Pent0S0P0KDN0HexA0
G58444TO	7577
G58481XO	4239
G58498GJ	comp_HexNAc7Hex10dHex0NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G58512JV	comp_HexNAc1Hex3dHex3NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G58667NI	1599
G58667NI	G58667NI
G58797XH	comp_HexNAc3Hex1dHex0NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G58802FE	comp_HexNAc4Hex6dHex3NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G58848QS	7726
G59007LK	comp_HexNAc6Hex6dHex3NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G59101HX	comp_HexNAc6Hex7dHex3NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G59143WQ	comp_HexNAc6Hex3dHex0NeuAc0NeuGc2Pent0S0P0KDN0HexA0
G59170OL	comp_HexNAc5Hex3dHex0NeuAc0NeuGc1Pent0S0P0KDN0HexA0
G59201VV	comp_HexNAc3Hex3dHex0NeuAc0NeuGc0Pent1S0P0KDN0HexA0
G59216AS	comp_HexNAc1Hex7dHex0NeuAc0NeuGc0Pent0S0P2KDN0HexA0
G59297UK	7432
G59324HL	comp_HexNAc2Hex12dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G59334JE	comp_HexNAc8Hex4dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G59354CW	G59354CW
G59354CW	comp_HexNAc3Hex6dHex0NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G59358BQ	3459
G59361OW	1161
G59365RI	comp_HexNAc0Hex2dHex0NeuAc0NeuGc0Pent0S1P0KDN0HexA0
G59400CS	comp_HexNAc6Hex10dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G59471TH	2101
G59540CB	G59540CB
G59540CB	comp_HexNAc6Hex3dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G59576IJ	7884
G59588WY	comp_HexNAc3Hex3dHex3NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G59616TT	7661
G59626AS	G59626AS
G59626AS	comp_HexNAc4Hex5dHex0NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G59639BE	comp_HexNAc7Hex8dHex1NeuAc3NeuGc0Pent0S0P0KDN0HexA0
G59655SA	G59655SA
G59741XZ	G59741XZ
G59937CP	G59937CP
G59937CP	comp_HexNAc4Hex4dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G60027ZP	comp_HexNAc7Hex5dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G60032AU	comp_HexNAc1Hex3dHex0NeuAc0NeuGc0Pent0S2P0KDN0HexA0
G60033FS	G60033FS
G60033FS	comp_HexNAc5Hex6dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G60041XW	comp_HexNAc5Hex3dHex0NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G60045RN	comp_HexNAc7Hex9dHex3NeuAc3NeuGc0Pent0S0P0KDN0HexA0
G60060GI	comp_HexNAc4Hex2dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G60166NA	comp_HexNAc7Hex8dHex0NeuAc2NeuGc3Pent0S0P0KDN0HexA0
G60227QI	5179
G60230HH	1081
G60230HH	G60230HH
G60284TY	G60284TY
G60439QY	1535
G60542VK	2683
G60667HJ	comp_HexNAc3Hex4dHex0NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G60719MD	comp_HexNAc9Hex10dHex0NeuAc4NeuGc0Pent0S0P0KDN0HexA0
G60743GT	comp_HexNAc5Hex8dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G60785ZW	comp_HexNAc6Hex3dHex2NeuAc0NeuGc1Pent0S0P0KDN0HexA0
G60818OM	comp_HexNAc8Hex10dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G60875AH	comp_HexNAc4Hex6dHex0NeuAc0NeuGc1Pent0S0P0KDN0HexA0
G60890ZT	102
G60923RB	G60923RB
G60923RB	comp_HexNAc4Hex5dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G60963AS	1169
G60967DT	comp_HexNAc7Hex7dHex0NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G61010SQ	comp_HexNAc8Hex5dHex0NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G61022BH	comp_HexNAc7Hex8dHex0NeuAc2NeuGc2Pent0S0P0KDN0HexA0
G61084RR	comp_HexNAc0Hex2dHex0NeuAc0NeuGc0Pent1S0P0KDN0HexA1
G61099GA	comp_HexNAc3Hex2dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G61119KT	G61119KT
G61170KL	7768
G61177SU	comp_HexNAc5Hex5dHex2NeuAc3NeuGc0Pent0S0P0KDN0HexA0
G61207RZ	2195
G61207RZ	G61207RZ
G61261ID	comp_HexNAc4Hex5dHex0NeuAc1NeuGc0Pent0S1P0KDN0HexA0
G61263MF	comp_HexNAc3Hex7dHex0NeuAc1NeuGc0Pent0S0P1KDN0HexA0
G61302NC	8090
G61304QM	comp_HexNAc7Hex8dHex0NeuAc4NeuGc1Pent0S0P0KDN0HexA0
G61327CH	G61327CH
G61334IA	2627
G61337RI	comp_HexNAc3Hex2dHex0NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G61466PB	comp_HexNAc4Hex6dHex3NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G61505ZR	7503
G61517TM	comp_HexNAc2Hex4dHex4NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G61525OO	comp_HexNAc6Hex6dHex1NeuAc0NeuGc3Pent0S0P0KDN0HexA0
G61605LI	comp_HexNAc5Hex5dHex4NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G61613II	comp_HexNAc6Hex5dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G61627IG	7439
G61633XP	comp_HexNAc7Hex6dHex0NeuAc0NeuGc2Pent0S0P0KDN0HexA0
G61726TP	7471
G61751GZ	G61751GZ
G61792ET	3375
G61855PQ	comp_HexNAc4Hex3dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G61884GF	G61884GF
G61894MD	6424
G61937QU	7531
G61948MO	comp_HexNAc5Hex7dHex4NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G62024GU	comp_HexNAc7Hex10dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G62091GQ	7452
G62150KR	comp_HexNAc1Hex2dHex0NeuAc0NeuGc0Pent1S0P0KDN0HexA2
G62165AG	7585
G62165AG	7717
G62273EM	comp_HexNAc5Hex4dHex1NeuAc0NeuGc0Pent0S2P0KDN0HexA0
G62408IZ	7656
G62592GA	G62592GA
G62595EF	comp_HexNAc4Hex7dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G62619LG	2003
G62630PF	comp_HexNAc1Hex4dHex0NeuAc0NeuGc2Pent0S0P0KDN0HexA0
G62695XZ	comp_HexNAc1Hex3dHex0NeuAc3NeuGc0Pent0S0P0KDN0HexA0
G62705MO	G62705MO
G62765SF	1977
G62765YT	G62765YT
G62765YT	comp_HexNAc2Hex8dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G62768NK	4822
G62792OG	G62792OG
G62792OG	comp_HexNAc5Hex3dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G62837IG	7856
G62880PC	G62880PC
G62886TD	comp_HexNAc8Hex8dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G62916UJ	comp_HexNAc7Hex9dHex1NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G62940AJ	comp_HexNAc2Hex4dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA1
G62959JR	comp_HexNAc1Hex3dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA1
G62990JB	comp_HexNAc5Hex5dHex1NeuAc0NeuGc0Pent0S0P1KDN0HexA0
G63040RU	comp_HexNAc8Hex9dHex0NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G63043YQ	G63043YQ
G63046OH	7839
G63065KG	1167
G63076JO	comp_HexNAc7Hex6dHex0NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G63110FE	4226
G63142YI	comp_HexNAc5Hex5dHex1NeuAc0NeuGc2Pent0S0P0KDN0HexA0
G63236GA	comp_HexNAc4Hex5dHex1NeuAc0NeuGc0Pent0S1P0KDN0HexA0
G63266RB	comp_HexNAc1Hex0dHex0NeuAc1NeuGc1Pent0S0P0KDN0HexA0
G63273GB	comp_HexNAc5Hex3dHex0NeuAc0NeuGc0Pent0S1P0KDN0HexA0
G63276XU	comp_HexNAc6Hex3dHex0NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G63303ZY	G63303ZY
G63312PX	comp_HexNAc7Hex8dHex3NeuAc3NeuGc0Pent0S0P0KDN0HexA0
G63332OE	comp_HexNAc6Hex8dHex0NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G63337SS	1677
G63386TM	comp_HexNAc2Hex4dHex0NeuAc0NeuGc0Pent0S1P0KDN0HexA1
G63498YL	G63498YL
G63543FL	comp_HexNAc6Hex3dHex1NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G63600AJ	comp_HexNAc1Hex3dHex1NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G63612VM	comp_HexNAc6Hex0dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G63640QH	7741
G63640QH	G63640QH
G63703BK	comp_HexNAc6Hex9dHex0NeuAc2NeuGc1Pent0S0P0KDN0HexA0
G63748FT	comp_HexNAc1Hex1dHex0NeuAc0NeuGc0Pent0S2P0KDN0HexA0
G63787RZ	7895
G63889NK	1669
G63889NK	G63889NK
G63939TP	7919
G63976LA	7265
G63976XX	comp_HexNAc8Hex6dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G63980BQ	comp_HexNAc6Hex4dHex0NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G64132UH	7292
G64139XJ	G64139XJ
G64161CC	7507
G64239ON	comp_HexNAc3Hex3dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G64293CH	comp_HexNAc5Hex3dHex4NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G64366TX	comp_HexNAc5Hex5dHex0NeuAc0NeuGc0Pent0S3P0KDN0HexA0
G64411TU	7458
G64481DJ	3133
G64613CO	G64613CO
G64615IX	comp_HexNAc7Hex8dHex1NeuAc4NeuGc0Pent0S0P0KDN0HexA0
G64706DG	3965
G64742TX	comp_HexNAc0Hex7dHex0NeuAc0NeuGc0Pent3S0P0KDN0HexA0
G64751KD	comp_HexNAc8Hex10dHex0NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G64876LY	comp_HexNAc4Hex2dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G64892AW	comp_HexNAc6Hex8dHex1NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G64911PD	comp_HexNAc11Hex7dHex4NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G64916EE	comp_HexNAc6Hex5dHex2NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G64946XA	comp_HexNAc11Hex12dHex1NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G64973KT	5
G65021EF	comp_HexNAc9Hex11dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G65057SM	comp_HexNAc9Hex7dHex1NeuAc4NeuGc0Pent0S0P0KDN0HexA0
G65142PC	comp_HexNAc2Hex3dHex4NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G65184UU	G65184UU
G65184UU	comp_HexNAc5Hex5dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G65186XA	7857
G65219TP	7678
G65225MN	comp_HexNAc7Hex5dHex1NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G65262KR	G65262KR
G65327TR	comp_HexNAc1Hex15dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G65365UP	7680
G65449BO	5149
G65550TC	7581
G65562ZE	7
G65562ZE	7681
G65807AE	comp_HexNAc5Hex4dHex3NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G65832JS	3151
G65835SY	4922
G65890UA	2019
G65890UA	7830
G65890UA	7939
G65896IX	7767
G65953PF	comp_HexNAc8Hex8dHex0NeuAc3NeuGc0Pent0S0P0KDN0HexA0
G65957XL	comp_HexNAc8Hex7dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G66116BW	1093
G66129DI	4474
G66139DE	comp_HexNAc3Hex4dHex1NeuAc0NeuGc1Pent0S0P0KDN0HexA0
G66228GC	comp_HexNAc5Hex6dHex0NeuAc0NeuGc3Pent0S0P0KDN0HexA0
G66241TF	comp_HexNAc7Hex6dHex4NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G66282NU	1265
G66362RJ	comp_HexNAc7Hex7dHex1NeuAc4NeuGc0Pent0S0P0KDN0HexA0
G66489LJ	G66489LJ
G66518IQ	comp_HexNAc6Hex8dHex0NeuAc2NeuGc1Pent0S0P0KDN0HexA0
G66537LK	comp_HexNAc7Hex8dHex0NeuAc4NeuGc0Pent0S0P0KDN0HexA0
G66578LC	comp_HexNAc6Hex3dHex1NeuAc0NeuGc2Pent0S0P0KDN0HexA0
G66620ON	comp_HexNAc7Hex7dHex3NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G66650NQ	comp_HexNAc2Hex0dHex0NeuAc0NeuGc0Pent0S1P0KDN0HexA3
G66665YI	1271
G66751BK	7407
G66863RH	comp_HexNAc2Hex2dHex0NeuAc0NeuGc0Pent0S1P0KDN0HexA0
G66876TK	comp_HexNAc5Hex6dHex1NeuAc1NeuGc0Pent0S2P0KDN0HexA0
G66933CM	comp_HexNAc5Hex6dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G66937TJ	1489
G66937TJ	G66937TJ
G66998OZ	G66998OZ
G67031OU	comp_HexNAc4Hex5dHex0NeuAc3NeuGc0Pent0S0P0KDN0HexA0
G67113SI	comp_HexNAc5Hex6dHex0NeuAc5NeuGc0Pent0S0P0KDN0HexA0
G67153JX	comp_HexNAc7Hex6dHex0NeuAc0NeuGc3Pent0S0P0KDN0HexA0
G67172VF	comp_HexNAc0Hex4dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G67173FM	5182
G67199LR	comp_HexNAc1Hex2dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G67324HN	G67324HN
G67324HN	comp_HexNAc3Hex5dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G67350BD	comp_HexNAc8Hex8dHex0NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G67367OT	G67367OT
G67367OT	comp_HexNAc7Hex3dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G67393WG	4228
G67437JU	comp_HexNAc1Hex1dHex1NeuAc1NeuGc0Pent0S2P0KDN0HexA0
G67475FI	comp_HexNAc6Hex8dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G67486RJ	comp_HexNAc4Hex3dHex0NeuAc0NeuGc0Pent0S1P0KDN0HexA0
G67497US	comp_HexNAc4Hex8dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G67531TM	comp_HexNAc2Hex2dHex3NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G67583XR	comp_HexNAc3Hex3dHex1NeuAc0NeuGc0Pent0S1P0KDN0HexA0
G67610NV	4805
G67631MS	comp_HexNAc2Hex2dHex1NeuAc0NeuGc0Pent0S1P0KDN0HexA0
G67740AB	G67740AB
G67942CH	7894
G67971GL	6426
G68019OD	G68019OD
G68040BX	comp_HexNAc7Hex10dHex0NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G68117MB	comp_HexNAc3Hex3dHex0NeuAc0NeuGc0Pent0S1P0KDN0HexA0
G68193LO	comp_HexNAc9Hex11dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G68318VE	G68318VE
G68318VE	comp_HexNAc5Hex4dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G68513DO	comp_HexNAc4Hex5dHex1NeuAc4NeuGc0Pent0S0P0KDN0HexA0
G68627ND	comp_HexNAc1Hex0dHex1NeuAc0NeuGc0Pent1S0P0KDN0HexA0
G68668TB	1066
G68698AP	7694
G68711ZS	comp_HexNAc3Hex1dHex0NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G68732HN	7942
G68758PE	2159
G68814VP	comp_HexNAc7Hex6dHex6NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G68866GS	5543
G68892PJ	1991
G68937TM	2629
G68969GZ	7704
G68985JM	comp_HexNAc2Hex0dHex0NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G68991BW	G68991BW
G69031IF	comp_HexNAc2Hex8dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G69061BI	comp_HexNAc5Hex6dHex4NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G69062KW	7674
G69107AL	G69107AL
G69107AL	comp_HexNAc5Hex5dHex3NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G69121UK	comp_HexNAc5Hex3dHex1NeuAc0NeuGc0Pent0S1P0KDN0HexA0
G69148CH	G69148CH
G69170UT	5152
G69364JQ	G69364JQ
G69364JQ	comp_HexNAc6Hex5dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G69411IG	2103
G69500TM	350
G69579SR	comp_HexNAc2Hex9dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G69768VE	comp_HexNAc3Hex3dHex3NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G69812OF	G69812OF
G69861RB	comp_HexNAc4Hex6dHex3NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G69963GQ	G69963GQ
G69964VV	comp_HexNAc5Hex7dHex1NeuAc0NeuGc2Pent0S0P0KDN0HexA0
G70087PV	comp_HexNAc5Hex4dHex2NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G70125XL	355
G70258ML	7733
G70295RT	comp_HexNAc6Hex6dHex4NeuAc3NeuGc0Pent0S0P0KDN0HexA0
G70333IQ	comp_HexNAc4Hex5dHex5NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G70386XH	comp_HexNAc3Hex5dHex1NeuAc0NeuGc0Pent0S1P0KDN0HexA1
G70389OA	comp_HexNAc5Hex6dHex0NeuAc4NeuGc0Pent0S0P0KDN0HexA0
G70405UE	comp_HexNAc7Hex7dHex1NeuAc5NeuGc0Pent0S0P0KDN0HexA0
G70511VE	2025
G70696MD	comp_HexNAc3Hex7dHex0NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G70787JZ	comp_HexNAc3Hex5dHex4NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G70827OD	comp_HexNAc8Hex9dHex2NeuAc4NeuGc0Pent0S0P0KDN0HexA0
G70974BY	comp_HexNAc5Hex5dHex3NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G71013KY	7901
G71013KY	G71013KY
G71042XC	G71042XC
G71071YT	7755
G71142DF	656
G71142DF	7794
G71146MY	3473
G71169UU	comp_HexNAc7Hex11dHex1NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G71195LR	comp_HexNAc3Hex6dHex0NeuAc0NeuGc1Pent0S0P0KDN0HexA0
G71269BI	2919
G71309WZ	G71309WZ
G71310HH	comp_HexNAc6Hex9dHex0NeuAc0NeuGc3Pent0S0P0KDN0HexA0
G71367OV	5097
G71394AD	comp_HexNAc11Hex9dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G71426SM	comp_HexNAc5Hex5dHex0NeuAc0NeuGc1Pent0S0P0KDN0HexA0
G71435WN	comp_HexNAc8Hex9dHex3NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G71470CO	4475
G71502QP	comp_HexNAc1Hex1dHex0NeuAc1NeuGc0Pent0S1P0KDN0HexA0
G71527NE	7464
G71549MK	4817
G71600XR	comp_HexNAc1Hex4dHex0NeuAc0NeuGc0Pent0S1P0KDN0HexA0
G71640LP	comp_HexNAc6Hex3dHex1NeuAc0NeuGc0Pent0S2P0KDN0HexA0
G71673XZ	G71673XZ
G71681UC	G71681UC
G71784JC	G71784JC
G71788OW	comp_HexNAc0Hex4dHex0NeuAc0NeuGc0Pent0S0P1KDN0HexA0
G71889QA	comp_HexNAc1Hex5dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G71890BB	comp_HexNAc6Hex4dHex4NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G71906BW	5172
G71908WU	comp_HexNAc5Hex8dHex0NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G71917KP	G71917KP
G71919QK	7812
G72008IY	G72008IY
G72065MN	comp_HexNAc2Hex4dHex0NeuAc0NeuGc0Pent0S0P1KDN0HexA0
G72134PC	comp_HexNAc14Hex15dHex6NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G72221XM	1151
G72221XM	G72221XM
G72309KR	7624
G72475PB	comp_HexNAc12Hex11dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G72580QS	4924
G72731KV	comp_HexNAc2Hex3dHex0NeuAc0NeuGc0Pent1S0P0KDN0HexA0
G72778UY	comp_HexNAc6Hex7dHex0NeuAc0NeuGc4Pent0S0P0KDN0HexA0
G72787SB	G72787SB
G72787SB	comp_HexNAc4Hex4dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G72790NZ	G72790NZ
G72790NZ	comp_HexNAc5Hex4dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G72791KH	G72791KH
G72791KH	comp_HexNAc3Hex4dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G72896ZB	comp_HexNAc9Hex7dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G72961RM	G72961RM
G73004SD	comp_HexNAc3Hex2dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G73073LQ	1927
G73196AS	G73196AS
G73408EA	comp_HexNAc7Hex7dHex1NeuAc3NeuGc0Pent0S1P0KDN0HexA0
G73408MO	7563
G73430PD	comp_HexNAc7Hex3dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G73515IW	G73515IW
G73686WG	G73686WG
G73686WG	comp_HexNAc6Hex7dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G73736NM	comp_HexNAc5Hex9dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G73813DZ	comp_HexNAc4Hex2dHex1NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G73857SS	comp_HexNAc1Hex2dHex0NeuAc0NeuGc0Pent0S2P0KDN0HexA0
G73885NP	comp_HexNAc1Hex3dHex0NeuAc4NeuGc0Pent0S0P0KDN0HexA0
G73892ZS	comp_HexNAc7Hex3dHex3NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G73918EY	comp_HexNAc6Hex7dHex3NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G73932YR	G73932YR
G73936EU	G73936EU
G73943YH	comp_HexNAc5Hex4dHex1NeuAc0NeuGc0Pent0S1P0KDN0HexA0
G73991OZ	comp_HexNAc10Hex7dHex1NeuAc4NeuGc0Pent0S0P0KDN0HexA0
G74006EE	comp_HexNAc6Hex6dHex1NeuAc1NeuGc1Pent0S0P0KDN0HexA0
G74058SF	comp_HexNAc3Hex2dHex0NeuAc0NeuGc1Pent0S0P0KDN0HexA0
G74120KH	G74120KH
G74160PK	comp_HexNAc7Hex6dHex1NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G74264KM	5344
G74320MK	7792
G74392IM	comp_HexNAc1Hex0dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G74503BE	G74503BE
G74623HJ	comp_HexNAc6Hex8dHex0NeuAc0NeuGc3Pent0S0P0KDN0HexA0
G74832QM	comp_HexNAc5Hex5dHex0NeuAc0NeuGc0Pent0S9P0KDN0HexA0
G74838NI	7524
G74852TN	comp_HexNAc1Hex0dHex3NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G74859XI	1755
G74910CR	4039
G74930WP	comp_HexNAc6Hex10dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G74961IU	G74961IU
G74997JT	comp_HexNAc6Hex8dHex2NeuAc3NeuGc0Pent0S0P0KDN0HexA0
G75060MV	comp_HexNAc6Hex6dHex2NeuAc3NeuGc0Pent0S0P0KDN0HexA0
G75120WS	1261
G75143LK	G75143LK
G75162EY	comp_HexNAc2Hex8dHex0NeuAc0NeuGc0Pent0S0P1KDN0HexA0
G75221WP	8147
G75230KT	comp_HexNAc10Hex3dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G75269BP	1117
G75303RX	3471
G75365RL	comp_HexNAc2Hex2dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G75397RL	comp_HexNAc6Hex4dHex3NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G75407BJ	comp_HexNAc2Hex5dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G75494EI	7869
G75520NV	4806
G75521QR	comp_HexNAc0Hex6dHex0NeuAc0NeuGc0Pent0S0P1KDN0HexA0
G75568BH	G75568BH
G75568BH	comp_HexNAc7Hex8dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G75710RA	comp_HexNAc5Hex5dHex0NeuAc2NeuGc1Pent0S0P0KDN0HexA0
G75798PH	7631
G75835GE	comp_HexNAc8Hex8dHex1NeuAc5NeuGc0Pent0S0P0KDN0HexA0
G75850OP	1243
G75860DG	comp_HexNAc3Hex0dHex0NeuAc0NeuGc0Pent0S4P0KDN0HexA4
G75867SS	comp_HexNAc2Hex0dHex0NeuAc0NeuGc0Pent0S2P0KDN0HexA1
G75903TQ	6591
G75959TE	comp_HexNAc1Hex3dHex0NeuAc0NeuGc0Pent0S1P0KDN0HexA0
G75977KH	7793
G76012OT	3959
G76038TQ	comp_HexNAc7Hex6dHex4NeuAc3NeuGc0Pent0S0P0KDN0HexA0
G76080EE	comp_HexNAc1Hex3dHex0NeuAc0NeuGc1Pent0S0P0KDN0HexA0
G76100HQ	comp_HexNAc1Hex1dHex0NeuAc1NeuGc1Pent0S0P0KDN0HexA0
G76136FD	1953
G76136FD	G76136FD
G76285RN	7874
G76294TY	5164
G76393RH	comp_HexNAc7Hex7dHex0NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G76519VT	7512
G76535FN	comp_HexNAc2Hex6dHex0NeuAc0NeuGc0Pent0S0P2KDN0HexA0
G76675AB	1761
G76685HR	comp_HexNAc0Hex0dHex0NeuAc1NeuGc0Pent0S0P0KDN0HexA0
