GlyTouCanAccession	NativeFormula	PermethylatedFormula
G00867FL	C50H82N4O35	C71H124N4O35
G00868ZN	C62H102N4O45	C89H156N4O45
G00868ZT	C28H46N2O20	C40H70N2O20
G00872ZT	C22H36N2O18S	C30H52N2O18S
G00874FC	C28H46N2O19	C39H68N2O19
G00874QE	C47H78N4O33	C68H120N4O33
G00875VP	C84H136N6O61	C121H210N6O61
G00876GU	C70H116N2O55	C103H182N2O55
G00883DO	C62H102N4O45	C89H156N4O45
G00883PZ	C70H116N2O55	C103H182N2O55
G00883ZT	C58H96N2O45	C85H150N2O45
G00884ZO	C98H161N7O70	C140H245N7O70
G00886GB	C109H176N8O79	C157H272N8O79
G00887EN	C40H66N2O30	C58H102N2O30
G00888JR	C56H94N4O39	C80H142N4O39
G00891GP	C39H65N3O28	C57H101N3O28
G00891MP	C12H20O10	C18H32O10
G00893FE	C120H195N9O87	C174H303N9O87
G00895EF	C87H142N6O61	C123H214N6O61
G00895OR	C78H128N6O54	C110H192N6O54
G00897BY	C42H69N3O30	C60H105N3O30
G00898BN	C30H51O28P	C46H83O28P
G00898WV	C72H118N6O52S	C100H174N6O52S
G00899CT	C18H30O15	C27H48O15
G00899LR	C129H209N9O93	C185H321N9O93
G00900AZ	C56H92N4O39	C79H138N4O39
G00901NZ	C48H79N3O33	C67H117N3O33
G00901TI	C140H226N10O101	C201H348N10O101
G00902WJ	C72H119N3O57S	C103H181N3O57S
G00903RX	C14H21NO14S	C19H31NO14S
G00906HD	C23H38O20	C35H62O20
G00907IC	C40H66N2O28	C56H98N2O28
G00908JO	C104H169N7O77	C151H263N7O77
G00909GK	C58H95N5O40	C82H143N5O40
G00909PI	C98H159N7O71	C141H245N7O71
G00910MI	C23H38N2O17	C35H62N2O17
G00910WD	C140H228N10O101	C202H352N10O101
G00912UN	C84H136N6O61	C121H210N6O61
G00915DI	C37H60N2O28	C54H94N2O28
G00915XC	C82H134N8O55	C115H200N8O55
G00915ZN	C48H79N3O35	C69H121N3O35
G00917AF	C32H53NO25	C47H83NO25
G00917IM	C12H20O10	C18H32O10
G00923KH	C90H146N6O66	C130H226N6O66
G00924FH	C34H56N2O24	C48H84N2O24
G00925PQ	C45H74N2O33	C64H112N2O33
G00927ER	C59H98N4O42	C85H150N4O42
G00932UQ	C28H46N2O23S	C39H68N2O23S
G00936LV	C42H70O35	C63H112O35
G00936NZ	C28H48N2O23S	C40H72N2O23S
G00940GV	C64H106N2O50	C94H166N2O50
G00940RO	C88H147N5O62	C125H221N5O62
G00943OF	C58H96N2O43	C83H146N2O43
G00944OL	C70H113N5O50	C100H173N5O50
G00945TF	C140H226N10O102	C202H350N10O102
G00948WV	C106H172N8O75	C151H262N8O75
G00950FJ	C70H115N5O50	C100H175N5O50
G00951UF	C74H121N7O50	C104H181N7O50
G00952LS	C28H46N2O19	C39H68N2O19
G00955WX	C87H142N6O63	C125H218N6O63
G00960PA	C86H141N7O59	C121H211N7O59
G00964NL	C14H23NO10	C20H35NO10
G00964XE	C105H172N6O75	C149H260N6O75
G00966RI	C76H125N5O55	C109H191N5O55
G00967VH	C56H92N4O46S2	C78H136N4O46S2
G00969CV	C54H89N3O39	C77H135N3O39
G00970CP	C59H94N4O44	C86H148N4O44
G00970XH	C98H159N7O71	C141H245N7O71
G00972DY	C52H86N2O40	C76H134N2O40
G00974IQ	C79H129N5O57	C113H197N5O57
G00974QS	C18H30O15	C27H48O15
G00975ZH	C45H73N3O33	C65H113N3O33
G00977CB	C11H18O9	C16H28O9
G00978GW	C85H139N5O60	C120H209N5O60
G00978TF	C48H79N3O35	C69H121N3O35
G00979HB	C86H141N7O59	C121H211N7O59
G00979MH	C101H165N7O72	C144H251N7O72
G00979XR	C56H92N4O40	C80H140N4O40
G00980BE	C64H103N5O46	C92H159N5O46
G00980BQ	C103H168N8O72	C146H254N8O72
G00982CE	C100H164N8O69	C141H246N8O69
G00982QD	C48H79N3O35	C69H121N3O35
G00983HB	C52H88N2O39	C76H136N2O39
G00986YT	C62H102N4O45	C89H156N4O45
G00987AB	C25H42N2O21S	C36H64N2O21S
G00987AH	C15H24O13	C23H40O13
G00987BN	C72H119N3O54	C104H183N3O54
G00987FH	C66H109N3O48	C94H165N3O48
G00992PS	C11H18O9	C16H28O9
G00994CC	C119H195N7O85	C169H295N7O85
G00995GM	C152H248N10O111	C219H382N10O111
G00995HW	C88H145N5O64	C126H221N5O64
G00996DG	C100H164N8O69	C141H246N8O69
G00996YC	C23H38N2O17	C35H62N2O17
G00997BI	C46H78N2O33	C66H118N2O33
G00997UP	C47H76N4O34	C68H118N4O34
G00998NI	C68H112N4O49	C97H170N4O49
G01001RL	C124H204N8O88	C176H308N8O88
G01002UX	C14H23NO9	C19H33NO9
G01004EH	C45H73N3O32	C64H111N3O32
G01004TH	C162H262N12O116	C232H402N12O116
G01007QU	C24H40O20	C36H64O20
G01010HI	C31H50N2O22	C44H76N2O22
G01012GL	C96H158N6O69	C137H240N6O69
G01012JB	C102H166N6O75	C147H256N6O75
G01014QJ	C121H198N8O87	C173H302N8O87
G01019HS	C83H136N4O60	C118H206N4O60
G01023RC	C48H79N3O35	C69H121N3O35
G01025ER	C135H219N9O95	C191H331N9O95
G01028CW	C82H137N5O59	C118H209N5O59
G01028VL	C54H91N3O39	C78H139N3O39
G01029QW	C20H33NO15	C29H51NO15
G01031EZ	C79H131N5O57	C114H201N5O57
G01033BK	C39H65N3O28	C57H101N3O28
G01034MJ	C95H153N7O69	C137H237N7O69
G01040ZV	C25H40N2O18	C36H62N2O18
G01041FI	C74H122N4O53	C105H184N4O53
G01044XE	C95H155N7O69	C138H241N7O69
G01044ZK	C59H96N4O42	C84H146N4O42
G01047YJ	C42H71N3O30	C61H109N3O30
G01050GH	C115H186N8O83	C165H286N8O83
G01050MH	C31H50N2O22	C44H76N2O22
G01051RR	C70H115N5O49	C99H173N5O49
G01055IS	C14H23NO10	C20H35NO10
G01055WR	C11H18O9	C16H28O9
G01055XE	C48H74N4O73S11	C65H108N4O73S11
G01056RH	C36H59N3O28S	C50H87N3O28S
G01056SL	C44H73NO35	C65H115NO35
G01063DC	C70H116N2O55	C103H182N2O55
G01069AK	C79H129N5O57	C113H197N5O57
G01069CZ	C98H163N7O70	C141H249N7O70
G01074AN	C62H103NO50	C92H163NO50
G01077MG	C36H59N3O24	C50H87N3O24
G01077MO	C104H169N7O75	C149H259N7O75
G01079BO	C62H104N4O45	C90H160N4O45
G01079KY	C124H204N8O89	C177H310N8O89
G01079TS	C88H145N5O64	C126H221N5O64
G01084BX	C20H33NO14	C28H49NO14
G01087FD	C105H172N6O75	C149H260N6O75
G01092NQ	C126H205N9O89	C179H311N9O89
G01096QY	C70H116N2O55	C103H182N2O55
G01097FM	C42H71N3O32S	C59H105N3O32S
G01100DE	C124H204N8O89	C177H310N8O89
G01102IM	C71H118N4O52	C103H182N4O52
G01102LZ	C22H36N2O15	C31H54N2O15
G01107YB	C88H145N5O62	C124H217N5O62
G01111PL	C40H66N2O28	C56H98N2O28
G01113QL	C102H166N6O74	C146H254N6O74
G01115VC	C56H92N4O39	C79H138N4O39
G01115ZR	C12H17NO13S	C18H29NO13S
G01116MS	C56H92N4O46S2	C78H136N4O46S2
G01120GS	C90H148N6O64	C128H224N6O64
G01122JH	C108H178N6O76	C152H266N6O76
G01123UL	C67H109N5O49	C97H169N5O49
G01125EE	C68H112N4O49	C97H170N4O49
G01128ZO	C14H19NO11	C20H31NO11
G01130QM	C91H149N5O65	C129H225N5O65
G01131OO	C54H89N3O40	C78H137N3O40
G01132FQ	C24H40O20	C36H64O20
G01134UQ	C94H157N5O69	C136H241N5O69
G01139KZ	C48H77N3O36	C70H121N3O36
G01140NK	C66H109N3O46	C92H161N3O46
G01141WK	C20H33NO15	C29H51NO15
G01144AC	C66H109N3O48	C94H165N3O48
G01148IL	C20H33NO15	C29H51NO15
G01151MF	C84H140N6O59	C120H212N6O59
G01155GN	C25H40N2O21S	C35H60N2O21S
G01155JM	C64H105N5O48S	C90H157N5O48S
G01158PQ	C72H118N6O52S	C100H174N6O52S
G01160VV	C122H201N7O86	C172H301N7O86
G01163CA	C113H185N7O81	C161H281N7O81
G01164GG	C31H50N2O23	C45H78N2O23
G01169EW	C68H112N4O49	C97H170N4O49
G01169IB	C96H156N6O71	C139H242N6O71
G01176OG	C50H85NO46P2	C76H137NO46P2
G01177WS	C87H142N6O61	C123H214N6O61
G01178HS	C87H142N6O63	C125H218N6O63
G01179OJ	C36H60O30	C54H96O30
G01180ZJ	C110H181N7O78	C156H273N7O78
G01181PE	C44H73NO33	C63H111NO33
G01181WH	C68H112N4O49	C97H170N4O49
G01182BO	C26H43NO20	C38H67NO20
G01186OB	C93H152N6O66	C132H230N6O66
G01187XC	C20H33NO14	C28H49NO14
G01188EJ	C31H50N2O22	C44H76N2O22
G01190ZZ	C42H70O35	C63H112O35
G01191NN	C105H172N6O76	C150H262N6O76
G01194JA	C52H86N2O38	C74H130N2O38
G01197SX	C18H30O15	C27H48O15
G01200BW	C106H175N5O78	C152H267N5O78
G01202UA	C78H128N6O54	C110H192N6O54
G01203BZ	C36H57N3O26	C52H89N3O26
G01208GZ	C101H165N7O73	C145H253N7O73
G01208OM	C40H66N2O30	C58H102N2O30
G01210SE	C22H34N2O16	C31H52N2O16
G01212DF	C98H163NO80	C146H259NO80
G01214PG	C121H198N8O85	C171H298N8O85
G01218JA	C123H199N9O89	C177H307N9O89
G01220EU	C24H36N2O38S6	C32H52N2O38S6
G01220PX	C82H136N2O65	C121H214N2O65
G01221DA	C62H104N4O44	C89H158N4O44
G01223AA	C110H181N7O79	C157H275N7O79
G01223IC	C81H132N6O58	C116H202N6O58
G01231VF	C114H188N6O81	C161H282N6O81
G01232PN	C24H40O20	C36H64O20
G01233BF	C62H102N4O45	C89H156N4O45
G01233YR	C81H132N6O57	C115H200N6O57
G01234YY	C24H40O20	C36H64O20
G01236CM	C73H119N5O52	C104H181N5O52
G01237HZ	C32H53NO24	C46H81NO24
G01238RB	C115H186N8O83	C165H286N8O83
G01243KR	C62H102N4O43	C87H152N4O43
G01243SR	C114H185N9O83	C165H287N9O83
G01244DB	C92H149N7O66	C132H229N7O66
G01250UT	C65H108N4O48	C95H168N4O48
G01252FH	C34H56N2O24	C48H84N2O24
G01254YI	C41H66N4O28	C58H100N4O28
G01255GI	C77H126N4O57	C111H194N4O57
G01257HT	C40H66N2O30	C58H102N2O30
G01257PC	C56H92N4O39	C79H138N4O39
G01258DO	C76H125N5O54	C108H189N5O54
G01259YG	C12H20O10	C18H32O10
G01260KO	C79H129N5O60S	C112H195N5O60S
G01260KW	C32H53NO24	C46H81NO24
G01260OI	C72H118N6O49	C101H176N6O49
G01260QV	C52H86N2O40	C76H134N2O40
G01260RY	C76H126N2O60	C112H198N2O60
G01264EA	C79H129N5O57	C113H197N5O57
G01265XZ	C64H105N5O45	C91H159N5O45
G01268DU	C64H105N5O44	C90H157N5O44
G01268PO	C94H155N5O66	C132H231N5O66
G01269WV	C37H60N2O28	C54H94N2O28
G01271OC	C32H53NO24	C46H81NO24
G01275YS	C112H182N8O80	C160H278N8O80
G01278CM	C18H30O15	C27H48O15
G01281PQ	C34H54N2O26	C50H86N2O26
G01282UD	C58H93N5O41	C83H143N5O41
G01283PJ	C64H106N2O50	C94H166N2O50
G01284FH	C59H94N4O45	C87H150N4O45
G01284WP	C50H84N4O35	C72H128N4O35
G01287DY	C46H78N2O34	C67H120N2O34
G01287FH	C36H59N3O28	C55H97N3O28
G01291IM	C126H207N9O87	C177H309N9O87
G01291QB	C76H125N5O55	C109H191N5O55
G01293BU	C104H169N7O75	C149H259N7O75
G01295AX	C88H145N5O64	C126H221N5O64
G01296LJ	C57H93N3O42	C82H143N3O42
G01297CS	C98H159N7O70	C140H243N7O70
G01298XU	C100H165N5O72	C142H249N5O72
G01299ER	C45H74N2O33	C64H112N2O33
G01300HJ	C59H96N4O42	C84H146N4O42
G01300OI	C62H102N4O44	C88H154N4O44
G01300PJ	C95H157N7O81S4	C134H235N7O81S4
G01302LF	C34H58N2O27S	C48H86N2O27S
G01303GF	C43H70N2O32	C62H108N2O32
G01304XG	C52H86N2O39	C75H132N2O39
G01304ZB	C159H256N12O115	C229H396N12O115
G01308XT	C102H168N6O73	C145H254N6O73
G01310UN	C64H106N2O49	C93H164N2O49
G01310VF	C140H226N10O101	C201H348N10O101
G01315FU	C26H38N2O33S4	C35H56N2O33S4
G01315TQ	C93H152N6O67	C133H232N6O67
G01316HN	C42H69N3O30	C60H105N3O30
G01323LL	C76H125N5O54	C108H189N5O54
G01325OU	C102H165N9O72	C147H255N9O72
G01327DE	C57H96O46	C84H150O46
G01329BY	C48H79N3O35	C69H121N3O35
G01329EH	C52H86N2O38	C74H130N2O38
G01338AS	C68H112N4O49	C97H170N4O49
G01338CS	C79H129N5O58	C114H199N5O58
G01339HS	C42H69N3O30	C60H105N3O30
G01342FO	C120H198N6O85	C169H296N6O85
G01347XI	C20H33NO15	C29H51NO15
G01348GG	C62H104N4O44	C89H158N4O44
G01351CD	C33H53N3O23	C47H81N3O23
G01351UQ	C39H65N3O30S	C55H97N3O30S
G01352CE	C60H101N3O44	C87H155N3O44
G01354KL	C104H169N7O75	C149H259N7O75
G01356MD	C14H23NO10	C20H35NO10
G01356OG	C18H30O15	C27H48O15
G01356YS	C20H33NO15	C29H51NO15
G01357LV	C40H66N2O29	C57H100N2O29
G01357QI	C52H85N5O36	C75H131N5O36
G01357WC	C104H169N7O77	C151H263N7O77
G01358UU	C92H148N6O66	C130H224N6O66
G01359JE	C104H169N7O76	C150H261N7O76
G01359SQ	C11H16O10	C16H26O10
G01359SY	C94H156N2O75	C139H246N2O75
G01360IK	C27H43N3O21S	C37H63N3O21S
G01361CV	C79H129N5O57	C113H197N5O57
G01361JC	C74H122N4O55	C107H188N4O55
G01361SX	C32H52N4O20	C44H76N4O20
G01364TQ	C32H53NO25	C47H83NO25
G01364WM	C50H82N4O35	C71H124N4O35
G01364YQ	C115H188N8O83	C165H288N8O83
G01364ZC	C50H85NO40	C75H135NO40
G01366SQ	C30H50O25	C45H80O25
G01367ZS	C62H102N4O44	C88H154N4O44
G01369KU	C26H43NO19	C37H65NO19
G01369SG	C24H40O20	C36H64O20
G01372XK	C157H255N11O113	C225H391N11O113
G01375NQ	C90H146N6O66	C130H226N6O66
G01376AY	C32H51NO26	C47H81NO26
G01376HR	C39H63N3O27	C55H95N3O27
G01376ME	C24H39NO18	C34H59NO18
G01378OV	C76H125N5O54	C108H189N5O54
G01383BR	C18H30O15	C27H48O15
G01385UC	C174H286N12O124	C248H434N12O124
G01386NB	C96H158N6O69	C137H240N6O69
G01388RZ	C34H56N2O24	C48H84N2O24
G01392LP	C68H115NO55	C102H183NO55
G01394CG	C93H154N6O67	C134H236N6O67
G01396FD	C40H66N2O30	C58H102N2O30
G01397EJ	C109H176N8O80	C158H274N8O80
G01397VG	C119H193N7O87	C171H297N7O87
G01398HF	C104H169N7O75	C149H259N7O75
G01398TR	C12H20O9	C17H30O9
G01402AT	C40H66N2O29	C57H100N2O29
G01402TJ	C54H89N3O40	C78H137N3O40
G01405JN	C96H158N6O68	C136H238N6O68
G01406RR	C85H139N5O62	C122H213N5O62
G01406YA	C52H86N2O39	C75H132N2O39
G01407SD	C104H169N7O76	C150H261N7O76
G01409FP	C96H160N6O69	C138H244N6O69
G01410KF	C74H121N7O50	C104H181N7O50
G01412LK	C92H149N7O66	C132H229N7O66
G01414CL	C72H118N6O49	C101H176N6O49
G01416HI	C14H23NO10	C20H35NO10
G01416SG	C96H156N6O71	C139H242N6O71
G01422KB	C104H169N7O77	C151H263N7O77
G01424EN	C56H92N4O39	C79H138N4O39
G01425TP	C60H99N3O44	C86H151N3O44
G01426SH	C42H76N4O35P2	C65H122N4O35P2
G01428PQ	C61H100N4O44	C87H152N4O44
G01431VR	C43H70N2O33	C63H110N2O33
G01432LC	C115H186N8O83	C165H286N8O83
G01437SW	C88H145N5O63	C125H219N5O63
G01437WY	C41H68N4O28	C59H104N4O28
G01438KT	C90H146N6O65	C129H224N6O65
G01440YK	C58H98N2O43	C84H150N2O43
G01443DG	C112H182N8O81	C161H280N8O81
G01445HT	C14H23NO10	C20H35NO10
G01445JO	C96H158N6O68	C136H238N6O68
G01445XB	C45H75N3O31	C64H113N3O31
G01447VG	C28H46N2O20	C40H70N2O20
G01447WV	C14H23NO9	C19H33NO9
G01449MW	C83H136N4O60	C118H206N4O60
G01450RG	C34H56N2O24	C48H84N2O24
G01450UB	C104H169N7O75	C149H259N7O75
G01450VD	C60H99N3O43	C85H149N3O43
G01451IZ	C21H35NO17	C33H59NO17
G01453BU	C34H56N2O24	C48H84N2O24
G01453HD	C65H106N4O50S	C92H160N4O50S
G01453TV	C36H60O30	C54H96O30
G01454UB	C143H232N10O103	C205H356N10O103
G01455VM	C76H123N5O54	C108H187N5O54
G01457KB	C41H66N4O28	C58H100N4O28
G01463ZT	C60H99N3O44	C86H151N3O44
G01464ES	C84H138N6O60	C120H210N6O60
G01465MJ	C99H164N6O71	C142H250N6O71
G01471GI	C42H69N3O29	C59H103N3O29
G01472KD	C104H169N7O74	C148H257N7O74
G01473LI	C94H155N5O68	C134H235N5O68
G01473WV	C53H87N3O38	C75H131N3O38
G01474RK	C72H119N3O52	C102H179N3O52
G01475EI	C58H96N2O42	C82H144N2O42
G01476LL	C50H80N4O35	C71H122N4O35
G01476WA	C74H122N4O54	C106H186N4O54
G01480UG	C28H53N3O25P2	C45H87N3O25P2
G01485HO	C74H122N4O54	C106H186N4O54
G01485JJ	C72H118N6O49	C101H176N6O49
G01485OE	C44H74N4O30	C63H112N4O30
G01489HQ	C92H151N7O64	C130H227N7O64
G01489UZ	C74H122N4O53	C105H184N4O53
G01493CE	C78H128N6O55	C111H194N6O55
G01494MP	C34H54N2O31S	C51H88N2O31S
G01496KL	C104H171N7O73	C147H257N7O73
G01496NR	C14H23NO16S2	C18H31NO16S2
G01498NL	C132H218N6O95	C187H328N6O95
G01500QH	C260H426N16O185	C369H644N16O185
G01504UZ	C46H76N2O35	C67H118N2O35
G01505GJ	C37H60N2O28	C54H94N2O28
G01506GC	C93H152N6O68	C134H234N6O68
G01508BP	C76H126N2O60	C112H198N2O60
G01510MQ	C81H132N6O57	C115H200N6O57
G01510PK	C25H39NO20	C36H61NO20
G01513UO	C48H80O40	C72H128O40
G01514YB	C84H138N6O59	C119H208N6O59
G01518MI	C28H46N2O20	C40H70N2O20
G01520KE	C62H104N4O44	C89H158N4O44
G01521EA	C147H241N9O105	C209H365N9O105
G01521YU	C104H171N7O75	C149H261N7O75
G01522FD	C89H145N7O61	C125H217N7O61
G01525TH	C64H105N5O44	C90H157N5O44
G01525UQ	C129H211N9O93	C185H323N9O93
G01527ZD	C24H40O20	C36H64O20
G01528JL	C22H36N2O14	C30H52N2O14
G01528QE	C47H78N4O33	C68H120N4O33
G01532FF	C46H76N2O32	C64H112N2O32
G01533PK	C29H45N3O19	C39H65N3O19
G01534TU	C14H23NO10	C20H35NO10
G01535JE	C18H30O15	C27H48O15
G01535VC	C96H158N6O69	C137H240N6O69
G01536DI	C59H94N4O45	C87H150N4O45
G01538EI	C51H83N3O38	C74H129N3O38
G01540PE	C30H49N3O48S8	C40H69N3O48S8
G01541ZK	C47H78N4O32	C67H118N4O32
G01542OM	C48H79N3O33	C67H117N3O33
G01543ZX	C104H169N7O75	C149H259N7O75
G01544LX	C36H60O30	C54H96O30
G01545QB	C18H30O15	C27H48O15
G01546PE	C39H63N3O29	C57H99N3O29
G01550VZ	C62H102N4O48S	C88H154N4O48S
G01553JA	C98H159N7O72	C142H247N7O72
G01555RW	C52H86N2O38	C74H130N2O38
G01556OR	C22H34N2O16	C32H54N2O16
G01563KC	C52H83N5O36	C74H127N5O36
G01566HQ	C45H73N3O33	C65H113N3O33
G01567FW	C48H79N3O35	C69H121N3O35
G01567JL	C14H23NO10	C20H35NO10
G01571OF	C87H142N6O63	C125H218N6O63
G01577DB	C34H56N2O27S	C47H82N2O27S
G01578LK	C118H192N8O85	C169H294N8O85
G01578NU	C20H33NO15	C29H51NO15
G01580PZ	C24H40O20	C36H64O20
G01582PV	C56H90N4O41	C81H140N4O41
G01584VI	C48H81N3O34	C69H123N3O34
G01586MJ	C12H19NO19S3	C16H27NO19S3
G01587DQ	C110H179N7O80	C158H275N7O80
G01590HD	C76H126N2O60	C112H198N2O60
G01591HR	C14H23NO16S2	C18H31NO16S2
G01592CS	C12H20O10	C18H32O10
G01595DT	C50H83NO40	C74H131NO40
G01595SM	C34H56N2O24	C48H84N2O24
G01595WZ	C54H89N3O38	C76H133N3O38
G01597IE	C105H172N6O77	C151H264N6O77
G01599BJ	C12H20O10	C18H32O10
G01599DL	C72H119N3O52	C102H179N3O52
G01600VV	C48H79N3O34	C68H119N3O34
G01602LO	C20H33NO15	C29H51NO15
G01604EO	C59H96N4O42	C84H146N4O42
G01604QW	C59H96N4O43	C85H148N4O43
G01605NF	C114H185N9O80	C162H281N9O80
G01606CH	C87H142N6O62	C124H216N6O62
G01607ZD	C11H18O9	C16H28O9
G01608SJ	C98H161N7O69	C139H243N7O69
G01608SO	C128H211N7O95	C185H325N7O95
G01608UX	C28H48N2O19	C40H72N2O19
G01612MY	C20H33NO13	C27H47NO13
G01612WN	C98H159N7O70	C140H243N7O70
G01613KN	C110H181N7O79	C157H275N7O79
G01614ZM	C36H57N3O26	C52H89N3O26
G01614ZO	C26H38N2O30S3	C36H58N2O30S3
G01616CL	C31H50N2O23	C45H78N2O23
G01618EL	C16H26N2O10	C22H38N2O10
G01621RQ	C112H186N2O90	C166H294N2O90
G01622LY	C81H134N6O59	C118H208N6O59
G01625GQ	C34H56N2O24	C48H84N2O24
G01627FF	C86H139N7O61	C123H213N7O61
G01629KW	C115H186N8O89S2	C163H282N8O89S2
G01629YL	C11H18O9	C16H28O9
G01630EX	C93H152N6O68	C134H234N6O68
G01631SU	C73H119N5O52	C104H181N5O52
G01633SK	C48H77N3O36	C70H121N3O36
G01633XH	C66H109N3O46	C92H161N3O46
G01643LM	C67H109N5O48	C96H167N5O48
G01645SV	C66H109N3O48	C94H165N3O48
G01650CJ	C143H232N10O103	C205H356N10O103
G01650EU	C71H116N4O53	C103H180N4O53
G01650PH	C32H53NO24	C46H81NO24
G01654FP	C85H139N5O61	C121H211N5O61
G01655FT	C21H35NO14	C28H49NO14
G01655UW	C20H33NO15	C29H51NO15
G01657DW	C79H129N5O58	C114H199N5O58
G01657UH	C36H57N3O28	C54H93N3O28
G01659IT	C84H139N3O60	C118H207N3O60
G01659NO	C66H108N6O45	C93H162N6O45
G01659RK	C72H118N6O50	C102H178N6O50
G01659VO	C78H129N3O56	C110H193N3O56
G01662OD	C36H59N3O25	C51H89N3O25
G01664BP	C73H121N5O53	C106H187N5O53
G01664MY	C20H31NO19S	C28H47NO19S
G01665LU	C69H112N6O49	C100H174N6O49
G01666SB	C67H109N5O58S3	C94H163N5O58S3
G01666TL	C20H33NO13	C27H47NO13
G01668VR	C94H155N5O69	C135H237N5O69
G01669LU	C87H142N6O63	C125H218N6O63
G01670UQ	C73H119N5O53	C105H183N5O53
G01673MP	C147H239N9O107	C211H367N9O107
G01674EC	C84H138N6O59	C119H208N6O59
G01674VT	C78H126N6O56	C112H194N6O56
G01675YF	C20H33NO15	C29H51NO15
G01676BI	C24H40O20	C36H64O20
G01678ZX	C110H181N7O78	C156H273N7O78
G01680CB	C73H119N5O52	C104H181N5O52
G01681JC	C66H108N6O48S	C92H160N6O48S
G01682FE	C99H162N6O74	C144H252N6O74
G01682GA	C145H233N11O105	C209H361N11O105
G01682LD	C81H132N6O64S2	C114H198N6O64S2
G01685IB	C82H134N8O55	C115H200N8O55
G01690DX	C18H30O15	C27H48O15
G01695WQ	C48H79N3O34	C68H119N3O34
G01696BA	C22H34N2O16	C31H52N2O16
G01698AR	C75H121N5O54	C106H183N5O54
G01698QO	C44H73NO35	C65H115NO35
G01699CP	C31H50N2O22	C44H76N2O22
G01699OT	C109H176N8O79	C157H272N8O79
G01701KF	C18H30O15	C27H48O15
G01701XV	C81H132N6O57	C115H200N6O57
G01704NV	C18H30O15	C27H48O15
G01706RV	C20H33NO14	C28H49NO14
G01707KB	C30H49N3O20	C42H73N3O20
G01708UF	C37H60N2O28	C54H94N2O28
G01709UO	C14H19NO14S	C19H29NO14S
G01709XM	C80H134NO68P	C120H214NO68P
G01710XJ	C36H57N3O28	C54H93N3O28
G01712EB	C31H50N2O23	C45H78N2O23
G01713HS	C45H73N3O33	C65H113N3O33
G01713LB	C48H77N3O37	C71H123N3O37
G01714NT	C26H43NO19	C37H65NO19
G01714TP	C126H207N9O87	C177H309N9O87
G01716PR	C68H112N4O50	C98H172N4O50
G01716TC	C129H209N9O93	C185H321N9O93
G01718WD	C74H115N5O54	C104H175N5O54
G01719GV	C58H96N2O45	C85H150N2O45
G01722AX	C86H139N7O61	C123H213N7O61
G01722HI	C25H40N2O19	C37H64N2O19
G01725BW	C50H84N4O38S	C71H126N4O38S
G01725MM	C38H63NO29	C55H97NO29
G01726AL	C14H23NO13S	C19H33NO13S
G01726AR	C34H56N2O24	C48H84N2O24
G01726PL	C90H146N6O65	C129H224N6O65
G01727MH	C118H196N2O95	C175H310N2O95
G01727PW	C98H159N7O71	C141H245N7O71
G01730TA	C81H132N6O57	C115H200N6O57
G01732WP	C88H147N5O64	C127H225N5O64
G01733BY	C32H53NO23	C45H79NO23
G01733NS	C88H144N8O60	C124H216N8O60
G01734XU	C90H146N6O65	C129H224N6O65
G01736JN	C87H144N6O61	C124H218N6O61
G01741TB	C78H128N6O54	C110H192N6O54
G01742GV	C75H122N6O53	C107H186N6O53
G01742MR	C32H53NO24	C46H81NO24
G01744JD	C60H99N3O41	C83H145N3O41
G01745GH	C26H43NO19	C37H65NO19
G01746BG	C20H29NO17	C29H47NO17
G01747AF	C33H54N2O24	C47H82N2O24
G01747FB	C34H58N2O23	C48H86N2O23
G01747XY	C144H238N6O105	C205H360N6O105
G01748MD	C52H86N2O37	C73H128N2O37
G01749YL	C58H95N5O40	C82H143N5O40
G01750CE	C124H202N8O89	C177H308N8O89
G01753HF	C12H22O10	C19H36O10
G01753LJ	C16H28N2O10	C23H42N2O10
G01755WL	C76H125N5O54	C108H189N5O54
G01758EA	C31H50N2O22	C44H76N2O22
G01759NM	C28H46N2O20	C40H70N2O20
G01760MC	C38H57N3O52S7	C51H83N3O52S7
G01760QE	C26H38N2O30S3	C36H58N2O30S3
G01760ZU	C40H66N2O30	C58H102N2O30
G01762QK	C110H181N7O80	C158H277N7O80
G01763RO	C28H46N2O20	C40H70N2O20
G01765SB	C76H125N5O54	C108H189N5O54
G01765ZR	C20H33NO15	C29H51NO15
G01767JJ	C37H60N2O28	C54H94N2O28
G01768OD	C43H70N2O33	C63H110N2O33
G01768RG	C144H235N9O105	C207H361N9O105
G01769FS	C90H146N6O68S	C128H222N6O68S
G01769GP	C34H58N2O27S	C48H86N2O27S
G01769LV	C127H208N8O90	C180H314N8O90
G01769OH	C40H64N2O31	C59H102N2O31
G01772JF	C49H80N2O37	C71H124N2O37
G01772UL	C113H185N7O83	C163H285N7O83
G01774NM	C107H175N7O77	C153H267N7O77
G01778PX	C18H30O14	C26H46O14
G01779GQ	C104H171N7O75	C149H261N7O75
G01784XC	C28H48N2O19	C40H72N2O19
G01785CP	C90H148N6O64	C128H224N6O64
G01787RE	C36H60O30	C54H96O30
G01789AQ	C115H188N8O83	C166H290N8O83
G01791IN	C101H165N7O73	C145H253N7O73
G01791PK	C48H79N3O34	C68H119N3O34
G01799XU	C37H60N2O28	C54H94N2O28
G01801SZ	C28H46N2O20	C40H70N2O20
G01801UX	C111H179N9O82	C162H281N9O82
