GlyTouCanAccession	GlyConnectAccession	GlyConnectAccessionType
G77537OB	2240	GlyConnectStructure
G77550KK	2819	GlyConnectStructure
G77562VR	2910	GlyConnectStructure
G77582RK	725	GlyConnectComposition
G77582RK	725	GlyConnectComposition
G77597MJ	1060	GlyConnectStructure
G77653XA	273	GlyConnectStructure
G77679NJ	1584	GlyConnectStructure
G77740PR	3385	GlyConnectStructure
G77792ZA	3449	GlyConnectStructure
G77852EK	1921	GlyConnectStructure
G77865AH	1188	GlyConnectStructure
G77865AH	2625	GlyConnectStructure
G77937PE	2343	GlyConnectStructure
G77969SU	2295	GlyConnectStructure
G78030KJ	1179	GlyConnectStructure
G78059CC	1860	GlyConnectStructure
G78097CL	2065	GlyConnectStructure
G78106KK	3587	GlyConnectStructure
G78157SE	2957	GlyConnectStructure
G78211AM	1052	GlyConnectStructure
G78224CS	972	GlyConnectComposition
G78224CS	972	GlyConnectComposition
G78239VB	2520	GlyConnectStructure
G78255UI	3640	GlyConnectStructure
G78262KC	1935	GlyConnectStructure
G78272DJ	1228	GlyConnectStructure
G78276SQ	1044	GlyConnectStructure
G78315BS	291	GlyConnectStructure
G78315FS	1893	GlyConnectStructure
G78333MH	2321	GlyConnectStructure
G78374AB	650	GlyConnectStructure
G78454JO	757	GlyConnectStructure
G78502KD	166	GlyConnectComposition
G78502KD	166	GlyConnectComposition
G78519JI	1329	GlyConnectStructure
G78555BT	1108	GlyConnectStructure
G78555BT	3675	GlyConnectStructure
G78602KL	3596	GlyConnectStructure
G78608GK	3467	GlyConnectStructure
G78701GW	1039	GlyConnectComposition
G78701GW	1039	GlyConnectComposition
G78726CB	1070	GlyConnectComposition
G78726CB	1070	GlyConnectComposition
G78734OE	1374	GlyConnectStructure
G78757GA	441	GlyConnectStructure
G78768PN	1532	GlyConnectStructure
G78790NZ	10	GlyConnectComposition
G78790NZ	10	GlyConnectComposition
G78792AJ	1202	GlyConnectStructure
G78890OB	2516	GlyConnectStructure
G78928PU	1596	GlyConnectStructure
G78930SC	1498	GlyConnectStructure
G78951XL	6430	GlyConnectStructure
G78951XL	709	GlyConnectStructure
G78980OK	410	GlyConnectStructure
G79026TT	3255	GlyConnectStructure
G79166HY	503	GlyConnectStructure
G79167DN	615	GlyConnectStructure
G79198BK	2977	GlyConnectStructure
G79243QP	1231	GlyConnectStructure
G79274RH	1474	GlyConnectStructure
G79286RS	963	GlyConnectComposition
G79286RS	963	GlyConnectComposition
G79302PB	2171	GlyConnectStructure
G79318PG	2938	GlyConnectStructure
G79333MY	2118	GlyConnectStructure
G79379XF	3165	GlyConnectStructure
G79394LC	1067	GlyConnectStructure
G79556AB	2264	GlyConnectStructure
G79565XA	1137	GlyConnectStructure
G79568CQ	277	GlyConnectComposition
G79568CQ	277	GlyConnectComposition
G79578JB	846	GlyConnectStructure
G79600DE	1647	GlyConnectStructure
G79809MM	3268	GlyConnectStructure
G79896BV	1054	GlyConnectComposition
G79896BV	1054	GlyConnectComposition
G79896CK	306	GlyConnectStructure
G79982IL	3043	GlyConnectStructure
G80005YU	2464	GlyConnectStructure
G80019AK	2222	GlyConnectStructure
G80111QD	2915	GlyConnectStructure
G80123ZU	2560	GlyConnectStructure
G80155BS	3236	GlyConnectStructure
G80218BM	199	GlyConnectStructure
G80223IX	304	GlyConnectComposition
G80264ZA	3039	GlyConnectStructure
G80269JV	29	GlyConnectComposition
G80269JV	29	GlyConnectComposition
G80294GH	1234	GlyConnectStructure
G80319WU	2412	GlyConnectStructure
G80333GO	328	GlyConnectComposition
G80333GO	328	GlyConnectComposition
G80355WT	165	GlyConnectStructure
G80393PG	1089	GlyConnectStructure
G80416YI	3364	GlyConnectStructure
G80537QW	2899	GlyConnectStructure
G80577OW	2994	GlyConnectStructure
G80661YI	2368	GlyConnectStructure
G80690PN	2754	GlyConnectStructure
G80700YJ	3146	GlyConnectStructure
G80735WD	569	GlyConnectStructure
G80743YX	260	GlyConnectComposition
G80743YX	260	GlyConnectComposition
G80799RX	3538	GlyConnectStructure
G80858MF	2967	GlyConnectStructure
G80903UK	3641	GlyConnectStructure
G80920TO	3464	GlyConnectStructure
G80961YY	424	GlyConnectComposition
G80961YY	424	GlyConnectComposition
G80962OX	1674	GlyConnectStructure
G80966KZ	2039	GlyConnectStructure
G81006GJ	461	GlyConnectComposition
G81016SV	1551	GlyConnectStructure
G81107PN	2187	GlyConnectStructure
G81198YO	181	GlyConnectComposition
G81198YO	181	GlyConnectComposition
G81252MZ	1369	GlyConnectStructure
G81263BG	395	GlyConnectComposition
G81263BG	395	GlyConnectComposition
G81266TW	2239	GlyConnectStructure
G81269JJ	1449	GlyConnectStructure
G81272FZ	31	GlyConnectStructure
G81282CC	2069	GlyConnectStructure
G81295CK	648	GlyConnectComposition
G81295CK	648	GlyConnectComposition
G81315DD	545	GlyConnectStructure
G81326IN	2109	GlyConnectStructure
G81338NH	546	GlyConnectStructure
G81349OI	2193	GlyConnectStructure
G81356NS	412	GlyConnectStructure
G81375TC	690	GlyConnectComposition
G81375TC	690	GlyConnectComposition
G81392TU	959	GlyConnectStructure
G81394BJ	2438	GlyConnectStructure
G81397LO	2218	GlyConnectStructure
G81410HG	302	GlyConnectStructure
G81413UE	2190	GlyConnectStructure
G81516LH	3658	GlyConnectStructure
G81533KY	2807	GlyConnectStructure
G81541IU	188	GlyConnectStructure
G81586UQ	3359	GlyConnectStructure
G81632WR	702	GlyConnectStructure
G81793BO	3294	GlyConnectStructure
G81813WJ	3347	GlyConnectStructure
G81877PA	87	GlyConnectStructure
G81971FM	28883	GlyConnectStructure
G81971FM	665	GlyConnectStructure
G81976CN	1038	GlyConnectComposition
G81976CN	1038	GlyConnectComposition
G82050MN	2250	GlyConnectStructure
G82053YT	380	GlyConnectComposition
G82053YT	380	GlyConnectComposition
G82092PV	3646	GlyConnectStructure
G82119TF	161	GlyConnectComposition
G82119TF	161	GlyConnectComposition
G82140BL	2027	GlyConnectStructure
G82233NS	287	GlyConnectComposition
G82233NS	287	GlyConnectComposition
G82252QI	2415	GlyConnectStructure
G82312JY	1129	GlyConnectStructure
G82320NZ	1540	GlyConnectStructure
G82324DC	3282	GlyConnectStructure
G82348BZ	3247	GlyConnectStructure
G82350PP	597	GlyConnectStructure
G82363EY	2738	GlyConnectStructure
G82388RB	1435	GlyConnectStructure
G82410AF	1382	GlyConnectStructure
G82413XV	3589	GlyConnectStructure
G82420SH	1014	GlyConnectStructure
G82463GQ	628	GlyConnectComposition
G82576YO	2848	GlyConnectStructure
G82592ZH	688	GlyConnectComposition
G82592ZH	688	GlyConnectComposition
G82594YX	3024	GlyConnectStructure
G82675BX	1417	GlyConnectStructure
G82680EC	2390	GlyConnectStructure
G82698QQ	2502	GlyConnectStructure
G82700SN	2536	GlyConnectStructure
G82701UX	2865	GlyConnectStructure
G82746VF	2539	GlyConnectStructure
G82811EP	1746	GlyConnectStructure
G82830MN	123	GlyConnectComposition
G82830MN	123	GlyConnectComposition
G82881HF	2806	GlyConnectStructure
G82894XV	1830	GlyConnectStructure
G82930TB	212	GlyConnectComposition
G82942ZJ	254	GlyConnectStructure
G82955EQ	2935	GlyConnectStructure
G83006TR	3395	GlyConnectStructure
G83108TD	3497	GlyConnectStructure
G83120BG	2599	GlyConnectStructure
G83161QT	2327	GlyConnectStructure
G83161QT	654	GlyConnectStructure
G83206VX	2362	GlyConnectStructure
G83229XP	988	GlyConnectComposition
G83229XP	988	GlyConnectComposition
G83355KE	2072	GlyConnectStructure
G83377MZ	402	GlyConnectStructure
G83386PJ	1356	GlyConnectStructure
G83400DU	425	GlyConnectComposition
G83400DU	425	GlyConnectComposition
G83432YR	645	GlyConnectStructure
G83461WR	2224	GlyConnectStructure
G83487DQ	56	GlyConnectComposition
G83487DQ	56	GlyConnectComposition
G83545KK	144	GlyConnectComposition
G83568RU	3148	GlyConnectStructure
G83582BK	27	GlyConnectStructure
G83624CJ	2063	GlyConnectStructure
G83632OV	2476	GlyConnectStructure
G83635VI	1972	GlyConnectStructure
G83643ND	3512	GlyConnectStructure
G83645LY	1010	GlyConnectStructure
G83653PM	3207	GlyConnectStructure
G83676GD	1074	GlyConnectComposition
G83676GD	1074	GlyConnectComposition
G83710ZZ	3383	GlyConnectStructure
G83738AG	108	GlyConnectStructure
G83853UX	153	GlyConnectComposition
G83853UX	153	GlyConnectComposition
G83878UZ	1305	GlyConnectStructure
G83885CD	2227	GlyConnectStructure
G83892WB	3670	GlyConnectStructure
G83945MQ	10783	GlyConnectStructure
G83950JR	1045	GlyConnectStructure
G83951ZY	763	GlyConnectComposition
G83951ZY	763	GlyConnectComposition
G84001JR	970	GlyConnectComposition
G84001JR	970	GlyConnectComposition
G84147VQ	2831	GlyConnectStructure
G84168AG	1645	GlyConnectStructure
G84330VA	2132	GlyConnectStructure
G84369XK	2727	GlyConnectStructure
G84376FR	2530	GlyConnectStructure
G84390MS	1171	GlyConnectStructure
G84398ZW	1506	GlyConnectStructure
G84452RH	676	GlyConnectComposition
G84452RH	676	GlyConnectComposition
G84467IZ	1378	GlyConnectStructure
G84536BM	2623	GlyConnectStructure
G84543RP	2189	GlyConnectStructure
G84596RP	718	GlyConnectStructure
G84618NL	925	GlyConnectComposition
G84618NL	925	GlyConnectComposition
G84735GS	1068	GlyConnectComposition
G84735GS	1068	GlyConnectComposition
G84756CG	1958	GlyConnectStructure
G84783XD	3453	GlyConnectStructure
G84791PR	3293	GlyConnectStructure
G84811LS	1178	GlyConnectStructure
G84820NF	762	GlyConnectComposition
G84820NF	762	GlyConnectComposition
G84821OV	388	GlyConnectStructure
G84852GW	469	GlyConnectStructure
G84853WN	1085	GlyConnectStructure
G85012LW	2687	GlyConnectStructure
G85041WE	1491	GlyConnectStructure
G85079IJ	1036	GlyConnectStructure
G85085RX	670	GlyConnectStructure
G85098WU	1839	GlyConnectStructure
G85121LW	283	GlyConnectStructure
G85139RC	1697	GlyConnectStructure
G85141ZP	1143	GlyConnectStructure
G85194VU	3546	GlyConnectStructure
G85196QC	2270	GlyConnectStructure
G85200GZ	169	GlyConnectStructure
G85208SY	604	GlyConnectStructure
G85213IC	2778	GlyConnectStructure
G85228QD	84	GlyConnectComposition
G85228QD	84	GlyConnectComposition
G85243CH	1592	GlyConnectStructure
G85256OK	3652	GlyConnectStructure
G85282JA	2064	GlyConnectStructure
G85291BI	104	GlyConnectComposition
G85291BI	104	GlyConnectComposition
G85302QR	3354	GlyConnectStructure
G85311QD	3396	GlyConnectStructure
G85313YF	3619	GlyConnectStructure
G85447US	3628	GlyConnectStructure
G85479RL	2842	GlyConnectStructure
G85542EC	659	GlyConnectStructure
G85542KD	3117	GlyConnectStructure
G85608AG	932	GlyConnectStructure
G85618VM	847	GlyConnectComposition
G85618VM	847	GlyConnectComposition
G85678WN	1053	GlyConnectStructure
G85709JZ	2410	GlyConnectStructure
G85737WG	3517	GlyConnectStructure
G85755MV	3145	GlyConnectStructure
G85767HW	1295	GlyConnectStructure
G85839YN	1059	GlyConnectStructure
G85856KC	3342	GlyConnectStructure
G85862MS	1054	GlyConnectStructure
G86022PE	132	GlyConnectStructure
G86056PA	1073	GlyConnectComposition
G86056PA	1073	GlyConnectComposition
G86065DJ	1471	GlyConnectStructure
G86071XD	3631	GlyConnectStructure
G86102AA	632	GlyConnectStructure
G86130AV	754	GlyConnectStructure
G86170HL	2127	GlyConnectStructure
G86171ZO	961	GlyConnectComposition
G86171ZO	961	GlyConnectComposition
G86186US	642	GlyConnectStructure
G86221TG	1809	GlyConnectStructure
G86226EA	259	GlyConnectComposition
G86226EA	259	GlyConnectComposition
G86234IN	338	GlyConnectComposition
G86234IN	338	GlyConnectComposition
G86270DU	2917	GlyConnectStructure
G86273TY	374	GlyConnectComposition
G86298IX	1831	GlyConnectStructure
G86307FI	2670	GlyConnectStructure
G86307FI	6555	GlyConnectStructure
G86357DX	1468	GlyConnectStructure
G86375CM	3079	GlyConnectStructure
G86387VT	1882	GlyConnectStructure
G86389LM	3615	GlyConnectStructure
G86408JD	626	GlyConnectComposition
G86408JD	626	GlyConnectComposition
G86419OL	2138	GlyConnectStructure
G86471YN	116	GlyConnectStructure
G86500WE	118	GlyConnectComposition
G86500WE	118	GlyConnectComposition
G86503RS	2712	GlyConnectStructure
G86537AD	1243	GlyConnectStructure
G86555OF	928	GlyConnectStructure
G86678MP	2664	GlyConnectStructure
G86696LV	890	GlyConnectStructure
G86705PH	1619	GlyConnectStructure
G86718YQ	3638	GlyConnectStructure
G86750HK	3015	GlyConnectStructure
G86753CK	1696	GlyConnectStructure
G86759QR	2528	GlyConnectStructure
G86795LJ	564	GlyConnectComposition
G86795LJ	564	GlyConnectComposition
G86867OD	1930	GlyConnectStructure
G86904UH	849	GlyConnectStructure
G86928UZ	3371	GlyConnectStructure
G87015RU	404	GlyConnectComposition
G87015RU	404	GlyConnectComposition
G87073UP	1016	GlyConnectStructure
G87108ET	662	GlyConnectComposition
G87108ET	662	GlyConnectComposition
G87138HL	3052	GlyConnectStructure
G87181RG	1828	GlyConnectStructure
G87295HJ	2659	GlyConnectStructure
G87418CY	2139	GlyConnectStructure
G87422CM	1375	GlyConnectStructure
G87444MS	2166	GlyConnectStructure
G87457SB	2958	GlyConnectStructure
G87535DG	605	GlyConnectStructure
G87550UN	3441	GlyConnectStructure
G87550UN	5556	GlyConnectStructure
G87574LM	2323	GlyConnectStructure
G87605NV	1397	GlyConnectStructure
G87618BG	2070	GlyConnectStructure
G87633UQ	3455	GlyConnectStructure
G87651GX	1040	GlyConnectComposition
G87651GX	1040	GlyConnectComposition
G87666TN	1599	GlyConnectStructure
G87694ZF	3585	GlyConnectStructure
G87889NL	3519	GlyConnectStructure
G87932HN	30	GlyConnectComposition
G87932HN	30	GlyConnectComposition
G88027AL	151	GlyConnectStructure
G88061BX	1030	GlyConnectComposition
G88061BX	1030	GlyConnectComposition
G88067KZ	3239	GlyConnectStructure
G88068QT	3429	GlyConnectStructure
G88139CF	582	GlyConnectStructure
G88204LN	3031	GlyConnectStructure
G88303DD	2927	GlyConnectStructure
G88313DY	481	GlyConnectStructure
G88334IC	2852	GlyConnectStructure
G88376OI	2417	GlyConnectStructure
G88382QE	111	GlyConnectStructure
G88417ED	794	GlyConnectStructure
G88433PA	1250	GlyConnectStructure
G88459ZR	1073	GlyConnectStructure
G88461FF	3594	GlyConnectStructure
G88464ZX	1635	GlyConnectStructure
G88468EP	1853	GlyConnectStructure
G88505QR	1123	GlyConnectStructure
G88509SO	2785	GlyConnectStructure
G88555GL	30	GlyConnectStructure
G88619MM	999	GlyConnectComposition
G88619MM	999	GlyConnectComposition
G88664VT	487	GlyConnectStructure
G88673AA	1118	GlyConnectStructure
G88696BY	3284	GlyConnectStructure
G88696CU	1326	GlyConnectStructure
G88707IJ	3036	GlyConnectStructure
G88751GL	1707	GlyConnectStructure
G88752GW	122	GlyConnectStructure
G88756OE	416	GlyConnectComposition
G88756OE	416	GlyConnectComposition
G88779RV	332	GlyConnectComposition
G88908BO	167	GlyConnectStructure
G88928GI	2462	GlyConnectStructure
G88947NR	1413	GlyConnectStructure
G88948CY	583	GlyConnectStructure
G88976TU	430	GlyConnectComposition
G88976TU	430	GlyConnectComposition
G89026DU	2916	GlyConnectStructure
G89089XB	1941	GlyConnectStructure
G89098OM	250	GlyConnectComposition
G89098OM	250	GlyConnectComposition
G89117DH	1727	GlyConnectStructure
G89141ZC	63	GlyConnectStructure
G89168LM	1088	GlyConnectStructure
G89170GQ	2900	GlyConnectStructure
G89186VO	1762	GlyConnectStructure
G89205CJ	1024	GlyConnectComposition
G89205CJ	1024	GlyConnectComposition
G89210OT	2577	GlyConnectStructure
G89241QS	2202	GlyConnectStructure
G89253ZV	3458	GlyConnectStructure
G89270VP	2614	GlyConnectStructure
G89315II	499	GlyConnectStructure
G89319AW	1713	GlyConnectStructure
G89339VV	2326	GlyConnectStructure
G89354EL	3139	GlyConnectStructure
G89417VQ	943	GlyConnectStructure
G89477FF	2335	GlyConnectStructure
G89585FG	2134	GlyConnectStructure
G89620UQ	2508	GlyConnectStructure
G89664KV	3352	GlyConnectStructure
G89720WL	1663	GlyConnectStructure
G89748NG	2510	GlyConnectStructure
G89864BN	1387	GlyConnectStructure
G89865VY	1023	GlyConnectComposition
G89865VY	1023	GlyConnectComposition
G89877QI	1934	GlyConnectStructure
G89878AA	2678	GlyConnectStructure
G89941FZ	1131	GlyConnectStructure
G89993FE	419	GlyConnectStructure
G90065BD	2513	GlyConnectStructure
G90093AU	377	GlyConnectComposition
G90093AU	377	GlyConnectComposition
G90130AG	2573	GlyConnectStructure
G90175OT	3535	GlyConnectStructure
G90202LF	581	GlyConnectStructure
G90205AB	17	GlyConnectStructure
G90206GU	1476	GlyConnectStructure
G90211BB	2301	GlyConnectStructure
G90221FQ	2290	GlyConnectStructure
G90304FZ	1989	GlyConnectStructure
G90335NR	610	GlyConnectComposition
G90335NR	610	GlyConnectComposition
G90348RI	897	GlyConnectStructure
G90352XZ	3571	GlyConnectStructure
G90377OF	1705	GlyConnectStructure
G90386IR	1080	GlyConnectComposition
G90386IR	1080	GlyConnectComposition
G90426CG	2632	GlyConnectStructure
G90448RI	822	GlyConnectComposition
G90448RI	822	GlyConnectComposition
G90463CM	1183	GlyConnectStructure
G90507NI	2992	GlyConnectStructure
G90542MP	2753	GlyConnectStructure
G90544QC	698	GlyConnectStructure
G90575VK	477	GlyConnectStructure
G90667JK	708	GlyConnectStructure
G90669BC	1516	GlyConnectStructure
G90670ZD	3351	GlyConnectStructure
G90684PC	2576	GlyConnectStructure
G90688JZ	12	GlyConnectStructure
G90689AW	3574	GlyConnectStructure
G90717TP	3602	GlyConnectStructure
G90719NY	3333	GlyConnectStructure
G90725ZC	693	GlyConnectStructure
G90743AT	647	GlyConnectStructure
G90784AP	1442	GlyConnectStructure
G90825UM	2779	GlyConnectStructure
G90829NZ	677	GlyConnectStructure
G90868XK	838	GlyConnectComposition
G90868XK	838	GlyConnectComposition
G90870DG	2228	GlyConnectStructure
G90901EO	118	GlyConnectStructure
G90901EO	2629	GlyConnectStructure
G90928ZN	975	GlyConnectStructure
G90974OV	3460	GlyConnectStructure
G90974OV	678	GlyConnectStructure
G90974PL	3566	GlyConnectStructure
G90983OS	202	GlyConnectStructure
G90987JA	2748	GlyConnectStructure
G91005JW	2043	GlyConnectStructure
G91023GB	1428	GlyConnectStructure
G91028VZ	2686	GlyConnectStructure
G91054ZN	3163	GlyConnectStructure
G91116OD	1089	GlyConnectComposition
G91116OD	1089	GlyConnectComposition
G91123TW	2496	GlyConnectStructure
G91152KU	440	GlyConnectComposition
G91152KU	440	GlyConnectComposition
G91255CS	505	GlyConnectComposition
G91255CS	505	GlyConnectComposition
G91297KX	2358	GlyConnectStructure
G91313DF	301	GlyConnectStructure
G91331SN	545	GlyConnectComposition
G91337ZP	2975	GlyConnectStructure
G91365ZQ	3200	GlyConnectStructure
G91413ZX	837	GlyConnectStructure
G91425YG	3603	GlyConnectStructure
G91438JH	261	GlyConnectStructure
G91473PK	678	GlyConnectComposition
G91473PK	678	GlyConnectComposition
G91511MZ	510	GlyConnectStructure
G91550OH	2405	GlyConnectStructure
G91550OH	7386	GlyConnectStructure
G91558YX	89	GlyConnectStructure
G91563MR	855	GlyConnectStructure
G91591MO	1794	GlyConnectStructure
G91591WO	671	GlyConnectStructure
G91627PX	1082	GlyConnectStructure
G91636VS	35	GlyConnectComposition
G91636VS	35	GlyConnectComposition
G91704UR	759	GlyConnectStructure
G91775YA	2771	GlyConnectStructure
G91819LE	2914	GlyConnectStructure
G91832SW	2872	GlyConnectStructure
G91875JA	2752	GlyConnectStructure
G91905FJ	1406	GlyConnectStructure
G91972CK	3372	GlyConnectStructure
G92058BI	3257	GlyConnectStructure
G92062TF	987	GlyConnectComposition
G92062TF	987	GlyConnectComposition
G92073XL	606	GlyConnectComposition
G92073XL	606	GlyConnectComposition
G92081HT	28	GlyConnectComposition
G92081HT	28	GlyConnectComposition
G92089QC	466	GlyConnectStructure
G92129PT	2888	GlyConnectStructure
G92188CK	3648	GlyConnectStructure
G92252GS	406	GlyConnectStructure
G92289SP	290	GlyConnectStructure
G92311HB	3489	GlyConnectStructure
G92332SI	1899	GlyConnectStructure
G92417HI	752	GlyConnectStructure
G92567CF	2627	GlyConnectStructure
G92570PJ	1823	GlyConnectStructure
G92574YO	3256	GlyConnectStructure
G92616PG	2884	GlyConnectStructure
G92654OJ	666	GlyConnectComposition
G92654OJ	666	GlyConnectComposition
G92681HQ	813	GlyConnectStructure
G92684AL	10811	GlyConnectStructure
G92694MO	918	GlyConnectStructure
G92709EO	3054	GlyConnectStructure
G92793BY	2366	GlyConnectStructure
G92821YI	3183	GlyConnectStructure
G92826BL	844	GlyConnectStructure
G92865GI	839	GlyConnectStructure
G92882FR	2008	GlyConnectStructure
G92974UU	433	GlyConnectStructure
G92975MH	1270	GlyConnectStructure
G93000QZ	1093	GlyConnectStructure
G93019KS	2934	GlyConnectStructure
G93054SS	1241	GlyConnectStructure
G93135PI	1736	GlyConnectStructure
G93141AZ	2260	GlyConnectStructure
G93180LE	840	GlyConnectComposition
G93180LE	840	GlyConnectComposition
G93204KY	1155	GlyConnectStructure
G93227HA	2787	GlyConnectStructure
G93239VC	2692	GlyConnectStructure
G93284HQ	1217	GlyConnectStructure
G93365SG	2186	GlyConnectStructure
G93450DV	176	GlyConnectComposition
G93450DV	176	GlyConnectComposition
G93470LV	293	GlyConnectStructure
G93495HT	275	GlyConnectStructure
G93495HT	5540	GlyConnectStructure
G93500PH	1480	GlyConnectStructure
G93519WM	1125	GlyConnectStructure
G93527UH	1322	GlyConnectStructure
G93542VJ	835	GlyConnectStructure
G93636BY	2707	GlyConnectStructure
G93656SY	615	GlyConnectComposition
G93656SY	615	GlyConnectComposition
G93683YO	206	GlyConnectComposition
G93683YO	206	GlyConnectComposition
G93692RJ	312	GlyConnectStructure
G93742BI	2716	GlyConnectStructure
G93775KQ	1699	GlyConnectStructure
G93822DY	2493	GlyConnectStructure
G93856AJ	3392	GlyConnectStructure
G93860XO	3629	GlyConnectStructure
G93861XR	3529	GlyConnectStructure
G93880KF	3305	GlyConnectStructure
G93922AL	422	GlyConnectStructure
G93941QH	543	GlyConnectStructure
G93975QL	2863	GlyConnectStructure
G93975QL	4624	GlyConnectStructure
G93993PD	2912	GlyConnectStructure
G93994MR	10733	GlyConnectStructure
G94000HM	2732	GlyConnectStructure
G94013DC	3635	GlyConnectStructure
G94045IP	3019	GlyConnectStructure
G94047VH	716	GlyConnectStructure
G94058TU	1731	GlyConnectStructure
G94106MV	865	GlyConnectStructure
G94141FZ	741	GlyConnectStructure
G94163JZ	1601	GlyConnectStructure
G94180RN	1675	GlyConnectStructure
G94192DA	328	GlyConnectStructure
G94217FB	3500	GlyConnectStructure
G94222SG	294	GlyConnectComposition
G94222SG	294	GlyConnectComposition
G94225QI	227	GlyConnectStructure
G94226MO	1774	GlyConnectStructure
G94252JR	1840	GlyConnectStructure
G94281RO	331	GlyConnectStructure
G94296FS	2178	GlyConnectStructure
G94309NZ	434	GlyConnectComposition
G94309NZ	434	GlyConnectComposition
G94372TX	327	GlyConnectComposition
G94372TX	327	GlyConnectComposition
G94396RB	2181	GlyConnectStructure
G94435QH	1019	GlyConnectStructure
G94480CC	2451	GlyConnectStructure
G94481KZ	2145	GlyConnectStructure
G94490EL	1698	GlyConnectStructure
G94506PU	1191	GlyConnectStructure
G94514IB	524	GlyConnectStructure
G94531EZ	1944	GlyConnectStructure
G94536SD	3520	GlyConnectStructure
G94591GB	2211	GlyConnectStructure
G94595ZZ	2741	GlyConnectStructure
G94626GC	511	GlyConnectStructure
G94788LD	527	GlyConnectComposition
G94788LD	527	GlyConnectComposition
G94826KT	940	GlyConnectComposition
G94826KT	940	GlyConnectComposition
G94831VI	1007	GlyConnectComposition
G94831VI	1007	GlyConnectComposition
G94854LT	202	GlyConnectComposition
G94876HV	2518	GlyConnectStructure
G94941PK	1716	GlyConnectStructure
G94971CC	1546	GlyConnectStructure
G94972RF	1457	GlyConnectStructure
G94974XB	846	GlyConnectComposition
G94974XB	846	GlyConnectComposition
G94989HM	771	GlyConnectStructure
G95133RI	95	GlyConnectComposition
G95133RI	95	GlyConnectComposition
G95196FC	2259	GlyConnectStructure
G95324VU	72	GlyConnectStructure
G95336MK	2012	GlyConnectStructure
G95368PR	3085	GlyConnectStructure
G95389BC	1066	GlyConnectComposition
G95389BC	1066	GlyConnectComposition
G95450GE	502	GlyConnectStructure
G95553CU	2545	GlyConnectStructure
G95560ML	1636	GlyConnectStructure
G95575GS	366	GlyConnectStructure
G95617FJ	2553	GlyConnectStructure
G95658PH	3109	GlyConnectStructure
G95660LN	799	GlyConnectStructure
G95759LT	905	GlyConnectStructure
G95809LN	3673	GlyConnectStructure
G95849ZD	3138	GlyConnectStructure
G95861KV	326	GlyConnectStructure
G95898GD	2552	GlyConnectStructure
G95901MC	1351	GlyConnectStructure
G95960IL	3660	GlyConnectStructure
G95963DM	3191	GlyConnectStructure
G95977AE	466	GlyConnectComposition
G95977AE	466	GlyConnectComposition
G95989NQ	3626	GlyConnectStructure
G96063MG	2525	GlyConnectStructure
G96066HD	2	GlyConnectStructure
G96066HD	2886	GlyConnectStructure
G96079KC	513	GlyConnectStructure
G96153DN	1954	GlyConnectStructure
G96153DN	2702	GlyConnectStructure
G96170OK	197	GlyConnectComposition
G96170OK	197	GlyConnectComposition
G96370EB	2148	GlyConnectStructure
G96399PG	3012	GlyConnectStructure
G96399PG	7051	GlyConnectStructure
G96416FQ	718	GlyConnectComposition
G96416FQ	718	GlyConnectComposition
G96416NB	1330	GlyConnectStructure
G96503EZ	653	GlyConnectStructure
G96576WB	3683	GlyConnectStructure
G96577RX	403	GlyConnectComposition
G96577RX	403	GlyConnectComposition
G96588SJ	327	GlyConnectStructure
G96622LK	3112	GlyConnectStructure
G96715CG	3341	GlyConnectStructure
G96719MC	3478	GlyConnectStructure
G96771UL	2829	GlyConnectStructure
G96771UL	3403	GlyConnectStructure
G96881BQ	1898	GlyConnectStructure
G96914KN	1824	GlyConnectStructure
G96921ZU	253	GlyConnectStructure
G96925LL	3298	GlyConnectStructure
G97007IY	2092	GlyConnectStructure
G97037FD	1580	GlyConnectStructure
G97078QF	166	GlyConnectStructure
G97101NC	3435	GlyConnectStructure
G97160DA	18	GlyConnectStructure
G97183VL	853	GlyConnectComposition
G97183VL	853	GlyConnectComposition
G97213ID	351	GlyConnectStructure
G97227KS	2188	GlyConnectStructure
G97263AV	1105	GlyConnectStructure
G97268YK	150	GlyConnectComposition
G97268YK	150	GlyConnectComposition
G97271OF	3556	GlyConnectStructure
G97309BN	2667	GlyConnectStructure
G97345NY	1431	GlyConnectStructure
G97367IY	1606	GlyConnectStructure
G97369LO	6986	GlyConnectStructure
G97369LO	880	GlyConnectStructure
G97420WF	3152	GlyConnectStructure
G97428EW	834	GlyConnectComposition
G97428EW	834	GlyConnectComposition
G97453GF	1407	GlyConnectStructure
G97453GF	1735	GlyConnectStructure
G97455PT	3473	GlyConnectStructure
G97463WM	2161	GlyConnectStructure
G97483RC	339	GlyConnectStructure
G97511SW	3669	GlyConnectStructure
G97515HE	3070	GlyConnectStructure
G97561SL	435	GlyConnectStructure
G97569KL	1461	GlyConnectStructure
G97637VQ	2054	GlyConnectStructure
G97674NY	2480	GlyConnectStructure
G97693ZT	2943	GlyConnectStructure
G97693ZT	4585	GlyConnectStructure
G97720QM	2273	GlyConnectStructure
G97763JB	1504	GlyConnectStructure
G97765TT	2874	GlyConnectStructure
G97823BP	3474	GlyConnectStructure
G97828HF	3389	GlyConnectStructure
G97831CJ	3377	GlyConnectStructure
G97832IV	1866	GlyConnectStructure
G97840DJ	1306	GlyConnectStructure
